studyID	type	iri	targeted?
MTBLS89	high-performance liquid chromatography	http://purl.obolibrary.org/obo/CHMO_0001009	target
MTBLS89	untargeted metabolomics		untargeted
MTBLS89	Human challenge study		un-mapped
MTBLS90	Cohort Study	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15208	target
MTBLS90	Population Based Study	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53307	target
MTBLS90	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS90	untargeted metabolites		untargeted
MTBLS91	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752	target
MTBLS91	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS91	Direct Infusion Mass Spectrometry		un-mapped
MTBLS91	Multivariate Analysis	http://purl.bioontology.org/ontology/MESH/D015999	target
MTBLS91	untargeted metabolites		untargeted
MTBLS92	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS92	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS92	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	target
MTBLS92	Chemotherapy	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15632	target
MTBLS92	untargeted metabolites		untargeted
MTBLS93	Cohort Study	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15208	target
MTBLS93	Population Based Study	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53307	target
MTBLS93	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS93	Twin	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C73427	target
MTBLS93	untargeted metabolites		untargeted
MTBLS94	untargeted metabolites		untargeted
MTBLS94	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS94	ligand-binding protein		un-mapped
MTBLS94	Protein-Protein Interaction	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18469	target
MTBLS94	protein-small molecule interaction		un-mapped
MTBLS94	Proteomics	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20085	target
MTBLS94	size exclusion chromatography		un-mapped
MTBLS94	Systems biology	http://edamontology.org/topic_2259	target
MTBLS95	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS95	Pseudomonas syringae pv. tomato str. DC3000	http://purl.obolibrary.org/obo/NCBITaxon_223283	target
MTBLS95	type III protein secretion system complex	http://purl.obolibrary.org/obo/GO_0030257	target
MTBLS95	MAPK phosphatase export from nucleus	http://purl.obolibrary.org/obo/GO_0045208	target
MTBLS95	untargeted metabolites		untargeted
MTBLS95	avrPto protein, Pseudomonas syringae	http://purl.bioontology.org/ontology/MSH/C081695	target
MTBLS96	pathogen host	http://purl.obolibrary.org/obo/IDO_0000538	target
MTBLS96	Opportunistic-Pathogen	http://www.projecthalo.com/aura#Opportunistic-Pathogen	target
MTBLS96	untargeted metabolites		untargeted
MTBLS96	Commensal species	http://www.owl-ontologies.com/unnamed.owl#Commensal_species	target
MTBLS96	Salmonella typhimurium	http://purl.bioontology.org/ontology/SNMI/L-17354	target
MTBLS96	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS98	malaria	http://www.ebi.ac.uk/efo/EFO_0001068	target
MTBLS98	parasite development		un-mapped
MTBLS98	untargeted metabolites		untargeted
MTBLS98	Direct Infusion Mass Spectrometry		un-mapped
MTBLS98	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS99	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS99	untargeted metabolites		untargeted
MTBLS100	Biofluid		un-mapped
MTBLS100	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS100	untargeted metabolites		untargeted
MTBLS102	cell line	http://www.ebi.ac.uk/efo/EFO_0000322	target
MTBLS102	infection	http://www.ebi.ac.uk/efo/EFO_0000544	target
MTBLS102	Host-Pathogen Interactions	http://purl.bioontology.org/ontology/MESH/D054884	target
MTBLS102	Proteomics	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20085	target
MTBLS102	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS102	untargeted metabolites		untargeted
MTBLS103	untargeted metabolomics		untargeted
MTBLS103	targeted metabolites		un-mapped
MTBLS103	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS103	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS103	predictive markers		un-mapped
MTBLS103	Type 2 Diabetes Mellitus	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26747	target
MTBLS104	untargeted metabolites		untargeted
MTBLS104	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	target
MTBLS104	neuropeptide Y2 receptor	http://purl.bioontology.org/ontology/MESH/C095889	target
MTBLS104	cancer	http://www.ebi.ac.uk/efo/EFO_0000311	target
MTBLS104	brain tumor	http://purl.bioontology.org/ontology/PDQ/CDR0000038958	target
MTBLS104	BIIE 0246	http://purl.bioontology.org/ontology/MESH/C403256	target
MTBLS104	SK-N-BE2		un-mapped
MTBLS104	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS105	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS105	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	target
MTBLS105	cirrhosis of liver	http://www.ebi.ac.uk/efo/EFO_0001422	target
MTBLS105	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163	target
MTBLS105	targeted metabolites		un-mapped
MTBLS105	untargeted metabolites		untargeted
MTBLS106	transcriptomics		un-mapped
MTBLS106	metabolomics		un-mapped
MTBLS106	unfolded protein response		un-mapped
MTBLS106	chronic mistranslation		un-mapped
MTBLS106	protein misfolding		un-mapped
MTBLS106	high-performance liquid chromatography		un-mapped
MTBLS106	targeted metabolomics		un-mapped
MTBLS107	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS107	plant hormone	http://purl.obolibrary.org/obo/CHEBI_37848	target
MTBLS107	carotenoid	http://purl.obolibrary.org/obo/CHEBI_23044	target
MTBLS107	Untargeted metabolites		un-mapped
MTBLS107	Targeted metabolites		un-mapped
MTBLS108	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS108	plant hormone	http://purl.obolibrary.org/obo/CHEBI_37848	target
MTBLS108	carotenoid	http://purl.obolibrary.org/obo/CHEBI_23044	target
MTBLS108	Untargeted metabolites		un-mapped
MTBLS108	Targeted metabolites		un-mapped
MTBLS109	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS109	plant hormone	http://purl.obolibrary.org/obo/CHEBI_37848	target
MTBLS109	carotenoid	http://purl.obolibrary.org/obo/CHEBI_23044	target
MTBLS109	Untargeted metabolites		un-mapped
MTBLS109	Targeted metabolites		un-mapped
MTBLS110	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS110	plant hormone	http://purl.obolibrary.org/obo/CHEBI_37848	target
MTBLS110	carotenoid	http://purl.obolibrary.org/obo/CHEBI_23044	target
MTBLS110	Untargeted metabolites		un-mapped
MTBLS110	targeted metabolites		un-mapped
MTBLS111	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS111	plant hormone	http://purl.obolibrary.org/obo/CHEBI_37848	target
MTBLS111	carotenoid	http://purl.obolibrary.org/obo/CHEBI_23044	target
MTBLS111	Untargeted metabolites		un-mapped
MTBLS111	Targeted metabolites		un-mapped
MTBLS112	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752	target
MTBLS112	targeted metabolites		un-mapped
MTBLS112	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS112	Host-Pathogen Interactions	http://purl.bioontology.org/ontology/MESH/D054884	target
MTBLS112	Vomitoxin	http://purl.obolibrary.org/obo/CHEBI_10022	target
MTBLS112	scab	http://purl.obolibrary.org/obo/CO_321_0000104	target
MTBLS112	phenylpropanoid	http://purl.obolibrary.org/obo/CHEBI_26004	target
MTBLS113	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752	target
MTBLS113	wax ester	http://purl.obolibrary.org/obo/CHEBI_10036	target
MTBLS113	untargeted metabolites		untargeted
MTBLS113	Hypoxia	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3890	target
MTBLS113	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS114	untargeted metabolites		untargeted
MTBLS114	Caloric Restriction	http://purl.bioontology.org/ontology/MESH/D031204	target
MTBLS114	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS114	Exogenous Obesity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C120380	target
MTBLS115	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS115	tRNA modification	http://purl.org/obo/owl/GO#GO_0006400	target
MTBLS115	mistranslation		un-mapped
MTBLS115	untargeted metabolites		untargeted
MTBLS116	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752	target
MTBLS116	coral reef	http://purl.obolibrary.org/obo/ENVO_00000150	target
MTBLS116	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS116	species comparison design	http://purl.obolibrary.org/obo/OBI_0001310	target
MTBLS116	sample variability		un-mapped
MTBLS116	spiking	http://purl.obolibrary.org/obo/CHMO_0002852	target
MTBLS116	untargeted metabolites		untargeted
MTBLS117	Plant metabolomics		un-mapped
MTBLS117	Host-Pathogen Interactions	http://purl.bioontology.org/ontology/MESH/D054884	target
MTBLS117	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS117	Direct Infusion Mass Spectrometry		un-mapped
MTBLS117	untargeted metabolites		untargeted
MTBLS118	Plant metabolomics		un-mapped
MTBLS118	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS118	Host-Pathogen Interactions	http://purl.bioontology.org/ontology/MESH/D054884	target
MTBLS118	untargeted metabolites		untargeted
MTBLS119	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS119	Transcription Factors	http://purl.bioontology.org/ontology/MESH/D014157	target
MTBLS119	hydrophilic interaction chromatography	http://purl.obolibrary.org/obo/CHMO_0002262	target
MTBLS119	untargeted metabolites		untargeted
MTBLS120	Seed phytate content	http://purl.obolibrary.org/obo/SOY_0001692	target
MTBLS120	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS120	hydrophilic interaction chromatography	http://purl.obolibrary.org/obo/CHMO_0002262	target
MTBLS120	untargeted metabolites		untargeted
MTBLS123	Hemorrhagic Shock	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35017	target
MTBLS123	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS123	cell culture	http://purl.obolibrary.org/obo/BTO_0000214	target
MTBLS123	targeted metabolites		un-mapped
MTBLS124	Cohort Study	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15208	target
MTBLS124	Population Based Study	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53307	target
MTBLS124	untargeted metabolites		untargeted
MTBLS124	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS125	untargeted metabolites		untargeted
MTBLS125	Resveratrol	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1215	target
MTBLS125	oral administration	http://purl.obolibrary.org/obo/OBI_0000952	target
MTBLS125	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS125	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS125	skin administration		un-mapped
MTBLS126	untargeted metabolites		untargeted
MTBLS126	Resveratrol	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1215	target
MTBLS126	skin administration		un-mapped
MTBLS126	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS126	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS127	untargeted metabolites		untargeted
MTBLS127	Resveratrol	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1215	target
MTBLS127	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS127	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS127	cell line	http://www.ebi.ac.uk/efo/EFO_0000322	target
MTBLS128	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS128	arginine	http://purl.obolibrary.org/obo/CHEBI_29016	target
MTBLS128	isotopic labelling	http://purl.obolibrary.org/obo/CHMO_0001677	target
MTBLS128	isotope ratio mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000506	target
MTBLS128	targeted metabolites		un-mapped
MTBLS129	Transcriptomics	http://edamontology.org/topic_3308	target
MTBLS129	flavonoids	http://purl.obolibrary.org/obo/CHEBI_72544	target
MTBLS129	glycosylation	http://purl.obolibrary.org/obo/GO_0070085	target
MTBLS129	Secondary Metabolism	http://purl.bioontology.org/ontology/MESH/D064210	target
MTBLS129	jasmonic acid	http://purl.obolibrary.org/obo/CHEBI_18292	target
MTBLS129	response to stress	http://purl.obolibrary.org/obo/GO_0006950	target
MTBLS129	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS129	untargeted metabolites		untargeted
MTBLS131	targeted metabolites		un-mapped
MTBLS131	COSY		un-mapped
MTBLS131	two-dimensional 1H nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0002443	target
MTBLS132	targeted metabolites		un-mapped
MTBLS132	COSY		un-mapped
MTBLS132	two-dimensional 1H nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0002443	target
MTBLS133	targeted metabolites		un-mapped
MTBLS133	COSY		un-mapped
MTBLS133	two-dimensional 1H nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0002443	target
MTBLS134	targeted metabolites		un-mapped
MTBLS134	COSY		un-mapped
MTBLS134	two-dimensional 1H nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0002443	target
MTBLS135	Fat		un-mapped
MTBLS135	targeted metabolomics		un-mapped
MTBLS135	high-performance liquid chromatography	http://purl.obolibrary.org/obo/CHMO_0001009	target
MTBLS135	targeted metabolomics		un-mapped
MTBLS136	Menopause	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3231	target
MTBLS136	Hormone	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2315	target
MTBLS136	estrogen	http://purl.obolibrary.org/obo/CHEBI_50114	target
MTBLS136	progestin	http://purl.obolibrary.org/obo/CHEBI_59826	target
MTBLS136	high-performance liquid chromatography	http://purl.obolibrary.org/obo/CHMO_0001009	target
MTBLS136	targeted metabolomics		un-mapped
MTBLS136	untargeted metabolomics		untargeted
MTBLS137	untargeted metabolites		untargeted
MTBLS137	Training Dataset		un-mapped
MTBLS137	software pipeline	http://purl.obolibrary.org/obo/OBI_0001943	target
MTBLS137	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS140	untargeted metabolites		untargeted
MTBLS140	Toxicity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27990	target
MTBLS140	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS140	cell line	http://www.ebi.ac.uk/efo/EFO_0000322	target
MTBLS140	chloroacetaldehyde	http://purl.obolibrary.org/obo/CHEBI_27871	target
MTBLS142	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS142	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS142	Database	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15426	target
MTBLS142	Natural Product	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66892	target
MTBLS142	ms-ms search	http://purl.obolibrary.org/obo/MS_1001083	target
MTBLS142	monoterpene alkaloid	http://purl.obolibrary.org/obo/CHEBI_50522	target
MTBLS142	indole skeleton	http://purl.obolibrary.org/obo/CHEBI_73398	target
MTBLS143	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS143	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS143	Tobacco Smoke	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C829	target
MTBLS143	Cigarette Smoking	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18270	target
MTBLS143	Modified Risk Tobacco Product	http://scai.fraunhofer.de/CSEO#Modified_Risk_Tobacco_Product	target
MTBLS143	Mouse Model	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94604	target
MTBLS143	Chronic Obstructive Pulmonary Disease	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3199	target
MTBLS143	Shotgun lipidomics		un-mapped
MTBLS143	targeted metabolites		un-mapped
MTBLS143	untargeted metabolites		untargeted
MTBLS144	Phytoplankton	http://www.owl-ontologies.com/unnamed.owl#Phytoplankton	target
MTBLS144	Carbon Cycle	http://purl.bioontology.org/ontology/MESH/D057486	target
MTBLS144	Fourier transform ion cyclotron resonance mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000502	target
MTBLS144	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524	target
MTBLS144	untargeted metabolites		untargeted
MTBLS145	exercise	http://www.ebi.ac.uk/efo/EFO_0000483	target
MTBLS145	circadian rhythm	http://www.ebi.ac.uk/efo/EFO_0004354	target
MTBLS145	high-performance liquid chromatography	http://purl.obolibrary.org/obo/CHMO_0001009	target
MTBLS145	targeted metabolomics		un-mapped
MTBLS146	pregnancy	http://www.ebi.ac.uk/efo/EFO_0002950	target
MTBLS146	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS146	blood plasma	http://purl.obolibrary.org/obo/BTO_0000131	target
MTBLS146	shotgun lipidomics		un-mapped
MTBLS146	carnitine profiling		un-mapped
MTBLS146	non-targeted metabolite profiling		un-mapped
MTBLS146	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS146	flow injection analysis	http://purl.obolibrary.org/obo/MS_1000058	target
MTBLS147	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
