studyID	Study Factor Name	Study Factor Type	Study Factor Type Term Accession Number	IRI_label
MTBLS520	species	Species	http://www.owl-ontologies.com/BiodiversityOntologyFull.owl#Species	
MTBLS520	season	season	http://purl.obolibrary.org/obo/ENVO_03000096	season
MTBLS520	Species code	Identifier	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364	
MTBLS520	Soil humidity	humidity of soil	http://purl.obolibrary.org/obo/ENVO_09200015	humidity of soil
MTBLS520	Light conditions	light	http://www.ebi.ac.uk/efo/EFO_0000568	light
MTBLS520	Substrate	substrate	http://www.ebi.ac.uk/efo/EFO_0005061	substrate
MTBLS520	Fresh weight	plant fresh weight	http://purl.obolibrary.org/obo/TO_0000442	plant fresh weight
MTBLS520	Sample batch number	block	http://www.ebi.ac.uk/efo/EFO_0005067	block
MTBLS520	LCMS date	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	
MTBLS520	Sample date	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	
MTBLS520	Collection Season	Season	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94729	
MTBLS520	Plant development stage	whole plant development stage	http://purl.obolibrary.org/obo/PO_0007033	whole plant development stage
MTBLS522	herbal supplements	Dietary Supplements	http://purl.bioontology.org/ontology/MESH/D019587	
MTBLS523	Pla2g1b	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS524	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS525	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS525	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS526	Coronatine treatment	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS526	Sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS527	Diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755	diet
MTBLS527	UVB exposure	UV Radiation Exposure	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C44462	
MTBLS528	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS528	replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS529	Genotype	germline genotype	http://www.ebi.ac.uk/efo/EFO_0004973	germline genotype
MTBLS529	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS529	Country of origin	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	geographic location
MTBLS529	Population ID	population	http://purl.obolibrary.org/obo/OBI_0000181	population
MTBLS529	Type	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	cultivar
MTBLS529	MFFGC accession no.	Accession Number	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25402	
MTBLS530	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS530	brain region	Anatomic Site	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13717	
MTBLS531	Hormone treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS531	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS532	Compound	Compound	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43366	
MTBLS532	Dose	dose	http://www.ebi.ac.uk/efo/EFO_0000428	dose
MTBLS532	Sample dry weight	Dry Weight	http://scai.fraunhofer.de/CSEO#CSEO_00001024	
MTBLS535	Species	organism	http://purl.obolibrary.org/obo/OBI_0100026	organism
MTBLS538	Stress duration	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS538	Symbiotic partner	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS538	Temperature treatment 	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS538	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS538	Stable isotope	Isotope	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47933	
MTBLS539	Diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755	diet
MTBLS539	Time post exposure	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS540	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS541	Oxygen Level	Hypoxia	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3890	
MTBLS541	Cell or Tumour	neoplasm	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm
MTBLS542	Run order	Run	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47911	
MTBLS542	Time Point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS542	Batch run order	Batch	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67073	
MTBLS542	Mean Pearsons Correlation	Pearson Correlation Test	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53244	
MTBLS542	Artemether treatment	Therapeutic Procedure	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49236	
MTBLS543	Diagnosis	Diagnosis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15220	
MTBLS545	Diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755	diet
MTBLS545	Intervention	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS546	Diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755	diet
MTBLS546	Intervention	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS547	Diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755	diet
MTBLS547	Intervention	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS548	Diet	high fat diet	http://www.ebi.ac.uk/efo/EFO_0002757	high fat diet
MTBLS548	Intervention	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS549	fasting time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS552	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS553	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS553	Replicates	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS554	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS555	Plant genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS555	Bacterial strain	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS555	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS558	phenotype	phenotype	http://www.ebi.ac.uk/efo/EFO_0000651	phenotype
MTBLS558	replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS558	MS format	mzML format	http://purl.obolibrary.org/obo/MS_1000584	mzML format
MTBLS559	Aza treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS559	Hxa treatment 	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS559	timepoint	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS560	Apparent metabolisable energy	Digestion	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16503	
MTBLS560	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS560	Coefficient of digestive utilisation of starch	feed starch apparent digestibility	http://purl.org/obo/owlATOL_0001236	
MTBLS560	Coefficient of digestive utilisation of lipids	feed lipid apparent digestibility	http://purl.org/obo/owlATOL_0001249	
MTBLS560	Coefficient of digestive utilisation of nitrogen	feed nitrogen apparent digestibility	http://purl.org/obo/owlATOL_0001245	
MTBLS561	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS562	aging	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS562	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS564	Diagnosis	Diagnosis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15220	
MTBLS566	tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
MTBLS567	Strain	strain	http://www.ebi.ac.uk/efo/EFO_0005135	strain
MTBLS567	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS567	Replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS570	Inflammation	inflammation	http://purl.obolibrary.org/obo/MP_0001845	abnormal inflammatory response
MTBLS570	Dataset	block	http://www.ebi.ac.uk/efo/EFO_0005067	block
MTBLS571	treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS571	time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS572	Carbon source	Carbon source	http://purl.jp/bio/10/gmo/GMO_000063	
MTBLS573	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS574	site	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	geographic location
MTBLS574	phenotype ID	phenotype	http://www.ebi.ac.uk/efo/EFO_0000651	phenotype
MTBLS575	Infestation	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS575	Biological Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS575	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS576	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS576	Replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS577	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS577	treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS578	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS579	Carriage status	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS579	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS579	Fever	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS579	Right upper quadrant pain	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS579	Right upper quadrand tenderness	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS579	Fever 5 days on entry	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS579	Previous history of typhoid	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS579	Antibiotics 15 days	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS579	Jaundice at admission	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS579	Previous jaundice	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS579	Previous acute cholecystitis	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS579	Previous hospital due to cholecystitis	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS579	Pancreatitis	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS579	Diabetes	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS579	Gallbladder tissue thickness	Thickness	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41145	
MTBLS579	Treatment with inj. Cefazoline	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS579	Total cell count	total white blood cell count	http://purl.obolibrary.org/obo/CMO_0000365	total white blood cell count
MTBLS579	Neutrophils	volume percentage	http://purl.obolibrary.org/obo/UO_0000165	volume percentage
MTBLS579	Lymphocytes	volume percentage	http://purl.obolibrary.org/obo/UO_0000165	volume percentage
MTBLS579	Monocytes	volume percentage	http://purl.obolibrary.org/obo/UO_0000165	volume percentage
MTBLS579	Eosiniphils	volume percentage	http://purl.obolibrary.org/obo/UO_0000165	volume percentage
MTBLS579	Total bilirubin	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185	
MTBLS579	Conjugated bilirubin	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185	
MTBLS579	Aspartate transaminase	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185	
MTBLS579	Alanine transaminase	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185	
MTBLS579	Alkaline phosphatase	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185	
MTBLS579	Amylase	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185	
MTBLS581	Plant Growth Regulator	plant growth regulator	http://purl.obolibrary.org/obo/CHEBI_26155	plant growth regulator
MTBLS581	Extract Type	Extract	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C82948	
MTBLS581	Technical Replicates	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	technical replicate
MTBLS582	replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS582	treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS597	replicates	Replicate	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28038	
MTBLS598	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS598	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS598	Frailty Index Score	Frailty Index score	http://purl.bioontology.org/ontology/SNOMEDCT/713636003	
MTBLS602	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS602	sex	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS602	treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS602	time of treatment	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS602	age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS614	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS614	diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755	diet
MTBLS616	Sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS618	Time post infection	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS618	Replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS619	Diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755	diet
MTBLS619	Material sample	material sample	http://purl.obolibrary.org/obo/OBI_0000747	material sample
MTBLS620	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS620	Disease status	disease	http://www.ebi.ac.uk/efo/EFO_0000408	disease
MTBLS620	Antibody status	antibody	http://www.bioassayontology.org/bao#BAO_0000502	antibody
MTBLS620	Time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS622	Virus treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS622	Carbon dioxide treatment	carbon dioxide treatment	http://purl.obolibrary.org/obo/EO_0001020	carbon dioxide treatment
MTBLS626	Tissue type	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
MTBLS626	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS629	Experimental group	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS630	Strain	strain	http://www.ebi.ac.uk/efo/EFO_0005135	strain
MTBLS630	Time elapsed	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS630	Presence of polymyxin	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS630	Replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS631	Experimental group	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS633	Experimental group	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS634	Experimental group	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS640	Stereotactic Injection 	Stereotactic Injection	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C93194	
MTBLS641	Total mass injected	mass	http://purl.obolibrary.org/obo/PATO_0000125	mass
MTBLS643	Experiment	Population Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17005	
MTBLS643	Sampling Day	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS648	Drug	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS648	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS650	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS650	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS654	Kimchi	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS654	Replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS656	Collection Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS656	Replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS658	Cell Number	Cell Count	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48938	
MTBLS658	NS	number of scans	http://nmrML.org/nmrCV#NMR:1400087	number of scans
MTBLS658	Incubation Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS658	Neutrophil Activation	Neutrophil Activation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26281	
MTBLS661	Genotype	Gene Knockout	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18143	
MTBLS661	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	block
MTBLS661	Replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS661	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS664	Run order	Run	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47911	
MTBLS664	Batch run order	Batch	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67073	
MTBLS664	Diagnosis	Diagnosis	http://purl.bioontology.org/ontology/SNOMEDCT/439401001	
MTBLS664	Anticoagulant	Anticoagulant	http://purl.obolibrary.org/obo/CHEBI_50249	anticoagulant
MTBLS664	Well Position	Position	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C104788	
MTBLS665	Run order	Run	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47911	
MTBLS665	Time Point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS665	Batch run order	Batch	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67073	
MTBLS665	Previous Malaria Infection	acquired immunity to malaria	http://purl.obolibrary.org/obo/IDOMAL_0000543	acquired immunity to malaria
MTBLS667	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS667	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS669	Tumor microenvironment	Tumor Microenvironment	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94498	
MTBLS672	starvation period	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS673	Feeding Diets	diet	http://www.ebi.ac.uk/efo/EFO_0002755	diet
MTBLS673	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS673	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS674	Stereotactic Injection	Stereotactic Injection	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C93194	
MTBLS675	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS675	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS675	Exercise	exercise	http://www.ebi.ac.uk/efo/EFO_0000483	exercise
MTBLS687	Site	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	geographic location
MTBLS687	Fresh weight	root fresh weight	http://purl.obolibrary.org/obo/TO_0000578	root fresh weight
MTBLS687	Plot	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	geographic location
MTBLS687	Species	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS687	Exploratory	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	geographic location
MTBLS687	Harvest date	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	
MTBLS690	Age	age	http://purl.obolibrary.org/obo/PATO_0000011	age
MTBLS690	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS690	BMI	Body Mass Index	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16358	
MTBLS693	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS693	replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS693	tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
MTBLS693	season	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	
MTBLS694	Dilution	fold dilution	http://purl.obolibrary.org/obo/UO_0000322	fold dilution
MTBLS696	Infected	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS696	Treated	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS696	Biological Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS696	Technical Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	technical replicate
MTBLS698	life stage	Life Stage	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89335	
MTBLS698	gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS699	flowering period	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS703	Cobalamin	Quantity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25256	
MTBLS703	Light	Brightness	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70753	
MTBLS703	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS706	gentotype	gene knockdown by RNA interference	http://www.bioassayontology.org/bao#BAO_0002434	gene knockdown by RNA interference
MTBLS706	carbon source	glycerol	http://purl.obolibrary.org/obo/CHEBI_17754	glycerol
MTBLS708	Cobalamin	Quantity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25256	
MTBLS708	Light	Brightness	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70753	
MTBLS708	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS720	Amino acid supplementation	Nutritional Supplementation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15425	
MTBLS723	Gene knock-out	gene knock out	http://www.ebi.ac.uk/efo/EFO_0000506	gene knock out
MTBLS724	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS724	diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755	diet
MTBLS737	tumor and non tumor renal cell line	Cell Line	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16403	
MTBLS737	clear cell renal cell carcinoma	Clear cell renal cell carcinoma	http://purl.obolibrary.org/obo/HP_0006770	Clear cell renal cell carcinoma
MTBLS737	Sample type	Biospecimen Type	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70713	
MTBLS737	Cell line	immortal cell line cell	http://purl.obolibrary.org/obo/CL_0000002	obsolete immortal cell line cell
MTBLS743	Group name	Group	http://purl.bioontology.org/ontology/STY/T096	
MTBLS743	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS743	Disease state	Disease	http://purl.bioontology.org/ontology/MESH/D004194	
MTBLS743	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS743	Time point	Time	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25207	
MTBLS750	Knockout	gene knock out	http://www.ebi.ac.uk/efo/EFO_0000506	gene knock out
MTBLS750	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS751	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS751	treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS751	time	time	http://www.ebi.ac.uk/efo/EFO_0000721	time
MTBLS756	variety	bio-variety	http://purl.obolibrary.org/obo/TAXRANK_0000032	bio-variety
MTBLS756	location	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	geographic location
MTBLS757	incubation	Incubation	http://www.cognitiveatlas.org/ontology/cogat.owl#CAO_00341	
MTBLS757	replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS761	Incubation	incubation	http://purl.bioontology.org/ontology/npo#NPO_2000	
MTBLS761	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS761	Replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS762	MERS-CoV infection	Middle East respiratory syndrome	http://purl.bioontology.org/ontology/MEDDRA/10075271	
MTBLS762	AM580-treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS762	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS762	Cell line	immortal cell line cell	http://purl.obolibrary.org/obo/CL_0000002	obsolete immortal cell line cell
MTBLS763	Stress status	Stress	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35041	
MTBLS763	Genotype	breed	http://www.ebi.ac.uk/efo/EFO_0005238	breed
MTBLS763	Sex	Sex	http://purl.bioontology.org/ontology/MESH/D012723	
MTBLS767	Infection	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS767	Sample Type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS767	Medium	Growth Medium	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85504	
