studyID	Study Factor Name	Study Factor Type	Study Factor Type Term Accession Number	Definition
		Tissue	http://purl.obolibrary.org/obo/NCIT_C12801	An anatomical structure consisting of similarly specialized cells and intercellular matrix, aggregated according to genetically determined spatial relationships, performing a specific function.
		Portion of tissue	http://purl.obolibrary.org/obo/FMA_9637	Anatomical structure which has as its parts cells of predominantly one type with or without intercellular matrix. Examples: epithelium, muscle tissue, connective tissue, neural tissue, lymphoid tissue.
		tissue	http://purl.obolibrary.org/obo/UBERON_0000479	Anatomical structure, that consists of similar cells and intercellular matrix, aggregated according to genetically determined spatial relationships.
		tissue	http://purl.obolibrary.org/obo/ExO_0000045	
		tissue	http://purl.obolibrary.org/obo/MA_0003002	
		tissue	http://purl.obolibrary.org/obo/FBcv_0003046	A biosample derived from a multicellular structure comprising similar cells with some specific function, typically isolated by dissection.
		tissue	http://semanticscience.org/resource/SIO_010002	A tissue is a mereologically maximal collection of cells that together perform some function.
		tissue	http://purl.obolibrary.org/obo/XAO_0003040	Multicellular anatomical structure that consists of many cells of one or a few types, arranged in an extracellular matrix such that their long-range organization is at least partly a repetition of their short-range organization.
		Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	An anatomical structure consisting of similarly specialized cells and intercellular matrix, aggregated according to genetically determined spatial relationships, performing a specific function.
		tissue	http://purl.obolibrary.org/obo/CARO_0000043	Multicellular anatomical structure that consists of many cells of one or a few types, arranged in an extracellular matrix such that their long-range organisation is at least partly a repetition of their short-range organisation.
MTBLS56	Development stage	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		developmental stage	http://www.ebi.ac.uk/efo/EFO_0000399	A developmental stage is spatiotemporal region encompassing some part of the life cycle of an organism, e.g. blastula stage
MTBLS57	stress	drought tolerance	http://purl.obolibrary.org/obo/TO_0000276	
		Stress	http://purl.obolibrary.org/obo/NCIT_C35041	The negative mental, emotional, and physical reactions that occur when environmental stressors are perceived as exceeding the individual's adaptive capacities.
		stress	http://purl.obolibrary.org/obo/zeco.owl/ZECO_0000131	
		Stress	http://www.cropontology.org/rdf/CO_357:Stress	
MTBLS58	Condition	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Condition	http://purl.obolibrary.org/obo/NCIT_C25457	A state of being, such as a state of health.
		condition	http://purl.obolibrary.org/obo/IDOMAL_0001241	A realizable dependent continuant that inheres in substances.
		Logical Condition	http://purl.obolibrary.org/obo/NCIT_C47953	An assumption on which rests the validity or effect of something else.
		Condition Domain	http://purl.obolibrary.org/obo/NCIT_C154631	A condition represents a patient's diagnosed and self-reported health conditions and diseases. The patient's medical history and current state may both be represented.
		Disease or Disorder	http://purl.obolibrary.org/obo/NCIT_C2991	Any abnormal condition of the body or mind that causes discomfort, dysfunction, or distress to the person affected or those in contact with the person. The term is often used broadly to include injuries, disabilities, syndromes, symptoms, deviant behaviors, and atypical variations of structure and function.
MTBLS59	Spiking	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		spiking	http://purl.obolibrary.org/obo/CHMO_0002852	A material processing step that involves taking a test material with an adequately low background level of the intended analyte and mixing it with a known amount of analyte.
MTBLS61	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
		Gender	http://scdontology.h3abionet.org/ontology/SCDO_0001341	The respondent's self-conception of being male or female.
		Gender	http://purl.obolibrary.org/obo/GAZ_00325165	A river.
		Sex	http://purl.obolibrary.org/obo/NCIT_C28421	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
MTBLS62	Genotype	germline genotype	http://www.ebi.ac.uk/efo/EFO_0004973	
		Genotype	http://purl.obolibrary.org/obo/NCIT_C16631	The genetic constitution of an organism or cell, as distinct from its expressed features or phenotype.
		genotype	http://purl.obolibrary.org/obo/OGI_0000082	collective of allele which comes from different homologus  chromosomes respecitvely.
		genotype	http://semanticscience.org/resource/SIO_001079	A genotype is a functional specification of a biological entity in terms of its genetic composition (or lack thereof).
		genotype	http://purl.obolibrary.org/obo/SO_0001027	
		Genotype	http://purl.obolibrary.org/obo/OMIT_0007033	
		genotype	http://www.ebi.ac.uk/efo/EFO_0000513	The total sum of the genetic information of an organism that is known and relevant to the experiment being performed, including chromosomal, plasmid, viral or other genetic material which has been introduced into the organism either prior to or during the experiment.
		genotype	http://purl.obolibrary.org/obo/GENO_0000536	A specification of the genetic state of an organism, whether complete (defined over the whole genome) or incomplete (defined over a subset of the genome). Genotypes typically describe this genetic state as a diff between some variant component and a canonical reference.
		genotype	http://purl.obolibrary.org/obo/MCO_0000383	
		Genotype	http://ensembl.org/glossary/ENSGLOSSARY_0000117	The specific alleles that are present in an individual's genome. In diploid organisms two alleles make up the genotype (except for the sex chromosomes).
		Genotyping	http://purl.obolibrary.org/obo/NCIT_C45447	The determination of the DNA sequence of an individual.
MTBLS62	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Repeat	http://purl.obolibrary.org/obo/NCIT_C47886	Make or do or perform again.
MTBLS62	Type	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	
		Type	http://purl.obolibrary.org/obo/NCIT_C25284	Something distinguishable as an identifiable class based on common qualities.
		type	http://purl.obolibrary.org/obo/aeo#type	
		type	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	
		type	http://purl.org/dc/elements/1.1/type	
		Type	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25284	Something distinguishable as an identifiable class based on common qualities.
		TYPE	http://www.cropontology.org/rdf/CO_333:1000059	
		Biotype	http://ensembl.org/glossary/ENSGLOSSARY_0000025	A gene or transcript classification.
		sarcoglycan gamma	http://www.orpha.net/ORDO/Orphanet_118666	
MTBLS63	Genotype	germline genotype	http://www.ebi.ac.uk/efo/EFO_0004973	
		Genotype	http://purl.obolibrary.org/obo/NCIT_C16631	The genetic constitution of an organism or cell, as distinct from its expressed features or phenotype.
		genotype	http://purl.obolibrary.org/obo/OGI_0000082	collective of allele which comes from different homologus  chromosomes respecitvely.
		genotype	http://semanticscience.org/resource/SIO_001079	A genotype is a functional specification of a biological entity in terms of its genetic composition (or lack thereof).
		genotype	http://purl.obolibrary.org/obo/SO_0001027	
		Genotype	http://purl.obolibrary.org/obo/OMIT_0007033	
		genotype	http://www.ebi.ac.uk/efo/EFO_0000513	The total sum of the genetic information of an organism that is known and relevant to the experiment being performed, including chromosomal, plasmid, viral or other genetic material which has been introduced into the organism either prior to or during the experiment.
		genotype	http://purl.obolibrary.org/obo/GENO_0000536	A specification of the genetic state of an organism, whether complete (defined over the whole genome) or incomplete (defined over a subset of the genome). Genotypes typically describe this genetic state as a diff between some variant component and a canonical reference.
		genotype	http://purl.obolibrary.org/obo/MCO_0000383	
		Genotype	http://ensembl.org/glossary/ENSGLOSSARY_0000117	The specific alleles that are present in an individual's genome. In diploid organisms two alleles make up the genotype (except for the sex chromosomes).
		Genotyping	http://purl.obolibrary.org/obo/NCIT_C45447	The determination of the DNA sequence of an individual.
MTBLS63	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Repeat	http://purl.obolibrary.org/obo/NCIT_C47886	Make or do or perform again.
MTBLS63	Type	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	
		Type	http://purl.obolibrary.org/obo/NCIT_C25284	Something distinguishable as an identifiable class based on common qualities.
		type	http://purl.obolibrary.org/obo/aeo#type	
		type	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	
		type	http://purl.org/dc/elements/1.1/type	
		Type	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25284	Something distinguishable as an identifiable class based on common qualities.
		TYPE	http://www.cropontology.org/rdf/CO_333:1000059	
		Biotype	http://ensembl.org/glossary/ENSGLOSSARY_0000025	A gene or transcript classification.
		sarcoglycan gamma	http://www.orpha.net/ORDO/Orphanet_118666	
MTBLS64	Genotype	germline genotype	http://www.ebi.ac.uk/efo/EFO_0004973	
		Genotype	http://purl.obolibrary.org/obo/NCIT_C16631	The genetic constitution of an organism or cell, as distinct from its expressed features or phenotype.
		genotype	http://purl.obolibrary.org/obo/OGI_0000082	collective of allele which comes from different homologus  chromosomes respecitvely.
		genotype	http://semanticscience.org/resource/SIO_001079	A genotype is a functional specification of a biological entity in terms of its genetic composition (or lack thereof).
		genotype	http://purl.obolibrary.org/obo/SO_0001027	
		Genotype	http://purl.obolibrary.org/obo/OMIT_0007033	
		genotype	http://www.ebi.ac.uk/efo/EFO_0000513	The total sum of the genetic information of an organism that is known and relevant to the experiment being performed, including chromosomal, plasmid, viral or other genetic material which has been introduced into the organism either prior to or during the experiment.
		genotype	http://purl.obolibrary.org/obo/GENO_0000536	A specification of the genetic state of an organism, whether complete (defined over the whole genome) or incomplete (defined over a subset of the genome). Genotypes typically describe this genetic state as a diff between some variant component and a canonical reference.
