studyID	type	iri
MTBLS400	non-alcoholic fatty liver disease	http://www.ebi.ac.uk/efo/EFO_0003095
MTBLS400	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS400	ob/ob Mouse	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C122236
MTBLS400	One-carbon metabolism	
MTBLS400	Lactate editing	
MTBLS401	untargeted metabolites	
MTBLS401	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS401	software pipeline	http://purl.obolibrary.org/obo/OBI_0001943
MTBLS401	drug	http://purl.obolibrary.org/obo/CHEBI_23888
MTBLS402	Female infertility	http://purl.obolibrary.org/obo/HP_0008222
MTBLS402	untargeted metabolites	
MTBLS402	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS403	white tea	http://purl.bioontology.org/ontology/NDDF/015575
MTBLS403	withering	
MTBLS403	dynamic change 	
MTBLS403	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS403	untargeted metabolites	
MTBLS404	Cohort Study	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15208
MTBLS404	untargeted metabolites	
MTBLS404	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS405	targeted metabolites	
MTBLS405	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS405	serine hydroxymethyltransferase 2	http://purl.obolibrary.org/obo/dinto_3397
MTBLS408	Lipids	http://edamontology.org/topic_0153
MTBLS408	Psoriasis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3346
MTBLS408	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS408	untargeted metabolomics	
MTBLS409	targeted metabolites	
MTBLS409	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS409	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS409	Parasite	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28176
MTBLS410	targeted metabolomics	
MTBLS410	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS410	Parasite	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28176
MTBLS411	untargeted metabolites	
MTBLS411	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS411	Biofluids relationship	
MTBLS411	lactation	http://purl.obolibrary.org/obo/GO_0007595
MTBLS411	Metabolic function	
MTBLS412	isotopic abundance correction	
MTBLS412	targeted metabolites	
MTBLS412	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS413	human african trypanosomiasis	http://www.ebi.ac.uk/efo/EFO_0005225
MTBLS413	Trypanosoma brucei	http://purl.bioontology.org/ontology/NCBITAXON/5691
MTBLS413	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524
MTBLS413	infectious disease biomarker	http://www.ebi.ac.uk/efo/EFO_0006843
MTBLS413	untargeted metabolites	
MTBLS414	Remote ischemic conditioning	
MTBLS414	Ischemic Preconditioning	http://purl.bioontology.org/ontology/MESH/D019194
MTBLS414	untargeted metabolites	
MTBLS414	2-hydroxybutyrate	http://purl.obolibrary.org/obo/CHEBI_64552
MTBLS414	cardioprotection	
MTBLS414	ischemia	http://purl.obolibrary.org/obo/DOID_326
MTBLS414	Biomarker	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16342
MTBLS414	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS415	desorption electrospray ionisation mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000484
MTBLS415	untargeted metabolites	
MTBLS417	untargeted metabolites	
MTBLS417	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS417	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS417	MetaboDIA	
MTBLS417	combined ms-ms + spectral library search	http://purl.obolibrary.org/obo/MS_1002755
MTBLS417	age-related macular degeneration	http://www.ebi.ac.uk/efo/EFO_0001365
MTBLS418	toxoplasmosis	http://www.ebi.ac.uk/efo/EFO_0007517
MTBLS418	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS418	untargeted metabolites	
MTBLS418	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS419	docosahexaenoic acid	http://purl.obolibrary.org/obo/CHEBI_36005
MTBLS419	3,4-dihydroxybenzoic acid	http://purl.obolibrary.org/obo/CHEBI_36062
MTBLS419	propionic acid	http://purl.obolibrary.org/obo/CHEBI_30768
MTBLS419	Metabolomics	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49019
MTBLS419	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS419	nuclear magnetic resonance spectrometer	http://purl.obolibrary.org/obo/CHMO_0001807
MTBLS419	targeted metabolites	
MTBLS420	untargeted metabolites	
MTBLS420	Male infertility with spermatogenesis disorder	http://www.orpha.net/ORDO/Orphanet_399775
MTBLS420	chemometrics	
MTBLS420	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS420	nonobstructive azoospermia	
MTBLS422	antibiotic	http://purl.obolibrary.org/obo/CHEBI_22582
MTBLS422	nuclear magnetic resonance spectrometer	http://purl.obolibrary.org/obo/CHMO_0001807
MTBLS422	untargeted metabolites	
MTBLS423	lifestyle intervention	
MTBLS423	obesity	http://www.ebi.ac.uk/efo/EFO_0001073
MTBLS423	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS423	untargeted metabolites	
MTBLS424	Early breast cancer	
MTBLS424	Metastatic breast cancer	http://purl.bioontology.org/ontology/MEDDRA/10027475
MTBLS424	metabolic phenotyping	http://purl.obolibrary.org/obo/ERO_0001739
MTBLS424	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS424	targeted metabolites	
MTBLS425	stem cell	http://purl.obolibrary.org/obo/CL_0000034
MTBLS425	Cardiomyocyte	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13002
MTBLS425	Cell Maturation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28594
MTBLS425	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163
MTBLS425	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS425	untargeted metabolites	
MTBLS425	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319
MTBLS426	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS426	maternal undernutrition	
MTBLS426	cardiac fibrosis	http://purl.obolibrary.org/obo/MP_0003141
MTBLS426	sexual dimorphism	http://www.ebi.ac.uk/efo/EFO_0005951
MTBLS426	Autophagy	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C71427
MTBLS426	untargeted metabolites	
MTBLS426	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS426	MicroRNA	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25966
MTBLS427	Ion Mobility Spectrometry	
MTBLS427	untargeted metabolites	
MTBLS427	Exposomics	
MTBLS427	diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0000400
MTBLS427	targeted metabolites	
MTBLS427	Solid-Phase Extraction Ion Mobility Spectrometry Mass Spectrometry	
MTBLS428	Carbon	http://purl.bioontology.org/ontology/MESH/D002244
MTBLS428	targeted metabolites	
MTBLS428	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524
MTBLS429	pyrrolizidine alkaloid	http://purl.obolibrary.org/obo/CHEBI_64948
MTBLS429	insect-plant interactions	
MTBLS429	ultra-performance liquid chromatography-mass spectrometry	
MTBLS429	targeted metabolites	
MTBLS430	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS430	cancer	http://www.ebi.ac.uk/efo/EFO_0000311
MTBLS430	drug role	http://www.ebi.ac.uk/efo/EFO_0001899
MTBLS430	Metabolic Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C123623
MTBLS430	untargeted metabolites	
MTBLS431	untargeted metabolites	
MTBLS431	Bacteriophage	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14188
MTBLS431	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS431	phage–host interaction	
MTBLS431	Transcriptomics	http://edamontology.org/topic_3308
MTBLS432	inflammatory bowel disease	http://www.ebi.ac.uk/efo/EFO_0003767
MTBLS432	microbiome	http://www.ebi.ac.uk/efo/EFO_0004982
MTBLS432	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS432	gastrointestinal system	http://purl.obolibrary.org/obo/UBERON_0005409
MTBLS432	untargeted metabolites	
MTBLS433	Foodomics	
MTBLS433	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS433	untargeted metabolites	
MTBLS433	targeted metabolites	
MTBLS434	targeted metabolites	
MTBLS434	amino acid	http://purl.obolibrary.org/obo/CHEBI_33709
MTBLS434	hydrophilic interaction chromatography	http://purl.obolibrary.org/obo/CHMO_0002262
MTBLS434	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS434	haploid deletion library	http://www.ebi.ac.uk/efo/EFO_0007561
MTBLS434	Functional genomics	http://edamontology.org/topic_0085
MTBLS434	prototrophic	http://purl.obolibrary.org/obo/PATO_0000423
MTBLS434	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752
MTBLS434	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS435	Plant Metabolomics	
MTBLS435	Metabolic Pathway	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18611
MTBLS435	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS435	isotopic tracer	http://purl.obolibrary.org/obo/CHEBI_35206
MTBLS435	targeted metabolomics	
MTBLS435	benzylisoquinoline alkaloid	http://purl.obolibrary.org/obo/CHEBI_22750
MTBLS435	chelerythrine	http://purl.obolibrary.org/obo/CHEBI_78373
MTBLS435	sanguinarine	http://purl.obolibrary.org/obo/CHEBI_17183
MTBLS435	Secondary Metabolism	http://purl.bioontology.org/ontology/MESH/D064210
MTBLS436	untargeted metabolites	
MTBLS436	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS436	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS436	Livestock	http://purl.bioontology.org/ontology/MESH/D058751
MTBLS436	Anabolic Steroid	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2360
MTBLS436	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163
MTBLS437	Plants, Genetically Modified	http://purl.bioontology.org/ontology/MESH/D030821
MTBLS437	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752
MTBLS437	gas chromatography time-of-flight mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000735
MTBLS437	untargeted metabolites	
MTBLS441	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS441	untargeted metabolites	
MTBLS441	root exudate	
MTBLS441	plant defence	
MTBLS444	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752
MTBLS444	untargeted metabolites	
MTBLS444	Keratoconus	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26806
MTBLS444	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS445	untargeted metabolites	
MTBLS445	Phylogeography	http://purl.bioontology.org/ontology/MESH/D058974
MTBLS445	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS445	páramo ecosystem	
MTBLS447	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752
MTBLS447	plant callus	http://purl.obolibrary.org/obo/PO_0005052
MTBLS447	TOR signaling	http://purl.obolibrary.org/obo/GO_0031929
MTBLS447	gas chromatography time-of-flight mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000735
MTBLS447	Shoot Regeneration	
MTBLS447	plant hormone	http://purl.obolibrary.org/obo/CHEBI_37848
MTBLS447	untargeted metabolites	
MTBLS449	HIV-1	http://purl.bioontology.org/ontology/MESH/D015497
MTBLS449	Antiretroviral Therapy	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94631
MTBLS449	In Utero Drug Exposure	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C98954
MTBLS449	Infant, Newborn	http://purl.bioontology.org/ontology/MESH/D007231
MTBLS449	Fetal Blood	http://purl.bioontology.org/ontology/MESH/D005312
MTBLS449	targeted metabolights	
MTBLS449	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS450	untargeted metabolites	
MTBLS450	Mediator Complex	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19864
MTBLS450	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS451	Japanese Sake	
MTBLS451	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752
MTBLS451	nanoflow liquid chromatography-electrospray ionisation mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000752
MTBLS451	untargeted metabolites	
MTBLS452	benzoxaborole	http://purl.obolibrary.org/obo/CHEBI_78240
MTBLS452	Host-Pathogen Interactions	http://purl.bioontology.org/ontology/MESH/D054884
MTBLS452	Mechanism of Action	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54680
MTBLS452	untargeted metabolites	
MTBLS452	pro-drug activation	
MTBLS452	Drug Discovery	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15802
MTBLS452	Therapeutics	http://bioontology.org/ontologies/Activity.owl#Therapeutics
MTBLS452	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS452	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS453	Toxicology	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17206
MTBLS453	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS453	Alcohol Consumption	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16273
MTBLS453	untargeted metabolites	
MTBLS454	Isonitrile lipopeptides (INLPs)	
MTBLS454	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS454	untargeted metabolites	
MTBLS454	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS455	SHSY5Y	http://scai.fraunhofer.de/AlzheimerOntology#SHSY5Y
MTBLS455	Parkinson's disease	http://www.ebi.ac.uk/efo/EFO_0002508
MTBLS455	Alzheimer's disease	http://www.ebi.ac.uk/efo/EFO_0000249
MTBLS455	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS455	Synuclein Protein	http://ontology.neuinfo.org/NIF/BiomaterialEntities/NIF-Molecule.owl#sao4931740958
MTBLS455	Amyloid Protein	http://ontology.neuinfo.org/NIF/BiomaterialEntities/NIF-Molecule.owl#sao7278684532
MTBLS455	Amyloid Fibril	http://ontology.neuinfo.org/NIF/BiomaterialEntities/NIF-Subcellular.owl#sao1342297498
MTBLS455	Amyloid Aggregate	http://ontology.neuinfo.org/NIF/BiomaterialEntities/NIF-Subcellular.owl#sao4785563283
MTBLS455	untargeted metabolites	
MTBLS456	untargeted metabolites	
MTBLS456	viral infection-challenge	
MTBLS456	bovine respiratory disease complex	http://www.ebi.ac.uk/efo/EFO_0007180
MTBLS456	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS456	Bovine parainfluenza virus 3	http://purl.obolibrary.org/obo/NCBITaxon_11215
MTBLS457	Fungal biology	
MTBLS457	Conservation biology	http://localhost/plosthes.2016-4#11519
MTBLS457	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS457	untargeted metabolites	
MTBLS459	Drug Metabolism	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26633
MTBLS459	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS459	untargeted metabolites	
MTBLS459	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS459	nitrile	http://purl.obolibrary.org/obo/CHEBI_18379
MTBLS459	Oxidative Stress	http://www.ebi.ac.uk/efo/EFO_1001905
MTBLS460	biotic stress trait	http://purl.obolibrary.org/obo/TO_0000179
MTBLS460	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS460	Xanthomonas campestris pv. campestris	http://purl.obolibrary.org/obo/NCBITaxon_340
MTBLS460	Brassica oleracea var. italica	http://purl.obolibrary.org/obo/NCBITaxon_36774
MTBLS460	untargeted metabolites	
MTBLS460	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS461	targeted metabolites	
MTBLS461	Carbon	http://purl.bioontology.org/ontology/MESH/D002244
MTBLS461	Fourier transform ion cyclotron resonance mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000502
MTBLS461	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524
MTBLS461	untargeted metabolites	
MTBLS462	untargeted metabolites	
MTBLS462	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS462	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS462	Software Engineering	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17147
MTBLS463	untargeted metabolites	
MTBLS463	Growth Medium	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85504
MTBLS463	siderophore	http://purl.obolibrary.org/obo/CHEBI_26672
MTBLS463	putrescine	http://purl.obolibrary.org/obo/CHEBI_17148
MTBLS463	terpenoid	http://purl.obolibrary.org/obo/CHEBI_26873
MTBLS463	Glycolysis Pathway	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C39095
MTBLS464	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS464	antimicrobial agent	http://purl.obolibrary.org/obo/CHEBI_33281
MTBLS464	Mechanism of Action	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54680
MTBLS464	untargeted metabolites	
MTBLS464	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS465	metabolic phenotyping	http://purl.obolibrary.org/obo/ERO_0001739
MTBLS465	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163
MTBLS465	untargeted metabolomics	
MTBLS465	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS470	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163
MTBLS470	untargeted metabolomics	
MTBLS470	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS470	metabolic phenotyping	http://purl.obolibrary.org/obo/ERO_0001739
MTBLS471	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS471	Pseudonocardia	http://purl.bioontology.org/ontology/NCBITAXON/1847
MTBLS471	untargeted metabolites	
MTBLS471	Escovopsis	http://purl.bioontology.org/ontology/NCBITAXON/150372
MTBLS472	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS472	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS472	Endoplasmic Reticulum Stress	http://www.ebi.ac.uk/efo/EFO_1001886
MTBLS472	Fatty Liver	http://purl.bioontology.org/ontology/MESH/D005234
MTBLS472	fatty kidney	
MTBLS472	Lipolysis	http://purl.bioontology.org/ontology/MESH/D008066
MTBLS472	fatty acid oxidation	http://purl.obolibrary.org/obo/GO_0019395
MTBLS472	Unfolded Protein Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C118900
MTBLS473	Malus x domestica	http://purl.obolibrary.org/obo/NCBITaxon_3750
MTBLS473	untargeted metabolites	
MTBLS473	Pharmacokinetics Pharmacodynamics	http://bioontology.org/ontologies/ResearchArea.owl#Pharmacokinetics_Pharmacodynamics
MTBLS473	Nutrition	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28294
MTBLS473	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS478	untargeted metabolites	
MTBLS478	secretory carrier-associated membrane protein 1	http://purl.obolibrary.org/obo/PR_000014483
MTBLS478	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS478	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS479	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS479	Gastrointestinal Microbiome	http://purl.bioontology.org/ontology/MESH/D000069196
MTBLS479	Herbal Medicine	http://purl.bioontology.org/ontology/MESH/D029001
MTBLS479	untargeted metabolites	
MTBLS479	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS479	willow bark extract	http://purl.obolibrary.org/obo/CHEBI_79395
MTBLS481	untargeted metabolites	
MTBLS481	alkali stress	
MTBLS481	symbiotic rhizobium	
MTBLS481	gas chromatography time-of-flight mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000735
MTBLS482	untargeted metabolites	
MTBLS482	Magnetic Resonance Imaging	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16809
MTBLS482	magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/ERO_0001236
MTBLS482	Hypothermia	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C78351
MTBLS482	2-morpholino-5-phenyl-6H-1,3,4-thiadiazine hydrobromide	
MTBLS483	regulation of cellular response to oxidative stress	http://purl.obolibrary.org/obo/GO_1900407
MTBLS483	lipid oxidation	http://purl.org/obo/owl/GO#GO_0034440
MTBLS483	Oxidative Stress	http://www.ebi.ac.uk/efo/EFO_1001905
MTBLS483	phospholipid	http://purl.obolibrary.org/obo/CHEBI_16247
MTBLS483	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS483	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS483	untargeted metabolites	
MTBLS484	untargeted metabolites	
MTBLS484	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS484	Carnivorous plants	http://localhost/plosthes.2017-1#565
MTBLS484	pitcher plant	http://purl.jp/bio/11/meo/MEO_0001063
MTBLS487	matrix-assisted laser desorption-ionisation imaging mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000054
MTBLS487	Spatial metabolomics	
MTBLS487	lipid	http://purl.obolibrary.org/obo/CHEBI_18059
MTBLS487	software	http://www.ebi.ac.uk/efo/EFO_0002029
MTBLS488	prednisolone	http://purl.obolibrary.org/obo/CHEBI_8378
MTBLS488	cortisol	http://purl.obolibrary.org/obo/CHEBI_17650
MTBLS488	ms level	http://purl.obolibrary.org/obo/MS_1000511
MTBLS488	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS488	targeted metabolites	
MTBLS492	soil	http://purl.obolibrary.org/obo/ENVO_00001998
MTBLS492	Environment	http://www.owl-ontologies.com/BiodiversityOntologyFull.owl#Environment
MTBLS492	environmental system	http://purl.obolibrary.org/obo/ENVO_01000254
MTBLS492	untargeted metabolites	
MTBLS492	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS493	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS493	lipid	http://purl.obolibrary.org/obo/CHEBI_18059
MTBLS493	Chinese Hamster Ovary cells	
MTBLS493	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS493	untargeted metabolites	
MTBLS494	untargeted metabolites	
MTBLS494	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS494	Herbal Medicine	http://purl.bioontology.org/ontology/MESH/D029001
MTBLS494	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS495	aging	http://purl.obolibrary.org/obo/GO_0007568
MTBLS495	untargeted metabolites	
MTBLS495	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS495	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS495	Lipidomics	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153193
MTBLS495	lipid homeostasis	http://www.ebi.ac.uk/efo/EFO_0005880
MTBLS496	ermB	
MTBLS496	antibiotic resistance	http://www.bioassayontology.org/bao#BAO_0000099
MTBLS496	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS496	untargeted metabolites	
MTBLS496	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS497	untargeted metabolites	
MTBLS497	thermal desorption-gas chromatography mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0002640
MTBLS497	volatile organic compound	http://purl.obolibrary.org/obo/CHEBI_134179
MTBLS497	Bacteria	http://purl.obolibrary.org/obo/NCBITaxon_2
MTBLS497	Expired Air	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C78741
MTBLS497	Infection	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128320
MTBLS497	ventilator-associated pneumonia	http://www.ebi.ac.uk/efo/EFO_1001865
MTBLS516	Ischemic stroke	http://purl.obolibrary.org/obo/HP_0002140
MTBLS516	untargeted metabolites	
MTBLS516	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS516	aging	http://purl.obolibrary.org/obo/GO_0007568
MTBLS516	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163
MTBLS517	Malaria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34797
MTBLS517	Anti-malarial treatment	
MTBLS517	artemether	http://purl.obolibrary.org/obo/CHEBI_195280
MTBLS517	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS517	untargeted metabolites	
MTBLS518	Malaria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34797
MTBLS518	Anti-malarial treatment	
MTBLS518	artemether	http://purl.obolibrary.org/obo/CHEBI_195280
