studyID	Study Factor Name	Study Factor Type	Study Factor Type Term Accession Number	Definition
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS520	species	Species	http://www.owl-ontologies.com/BiodiversityOntologyFull.owl#Species	
		Species	http://purl.obolibrary.org/obo/NCIT_C45293	A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.
MTBLS520	Species code	Identifier	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364	
		Species Code	http://purl.obolibrary.org/obo/NCIT_C93672	A coded value specifying one of the basic units of biological classification and taxonomic rank that specifies a group of organisms that share similar characteristics and can interbreed with one another to produce fertile offspring.
MTBLS525	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
MTBLS525	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS526	Sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		sampling time	http://www.ebi.ac.uk/efo/EFO_0000689	
MTBLS529	Genotype	germline genotype	http://www.ebi.ac.uk/efo/EFO_0004973	
		Genotype	http://purl.obolibrary.org/obo/NCIT_C16631	The genetic constitution of an organism or cell, as distinct from its expressed features or phenotype.
		genotype	http://www.ebi.ac.uk/efo/EFO_0000513	The total sum of the genetic information of an organism that is known and relevant to the experiment being performed, including chromosomal, plasmid, viral or other genetic material which has been introduced into the organism either prior to or during the experiment.
MTBLS529	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS529	Type	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	
		type	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	
		Type	http://purl.obolibrary.org/obo/NCIT_C25284	Something distinguishable as an identifiable class based on common qualities.
MTBLS531	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS532	Compound	Compound	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43366	
		Compound	http://purl.obolibrary.org/obo/NCIT_C43366	A substance formed by chemical union of two or more elements or ingredients in definite proportion by weight.
MTBLS535	Species	organism	http://purl.obolibrary.org/obo/OBI_0100026	
		Species	http://purl.obolibrary.org/obo/NCIT_C45293	A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.
MTBLS538	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS543	Diagnosis	Diagnosis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15220	
		diagnosis	http://purl.obolibrary.org/obo/OGMS_0000073	The representation of a conclusion of a diagnostic process.
		Diagnosis	http://purl.obolibrary.org/obo/NCIT_C15220	The investigation, analysis and recognition of the presence and nature of disease, condition, or injury from expressed signs and symptoms; also, the scientific determination of any kind; the concise results of such an investigation.
MTBLS548	Diet	high fat diet	http://www.ebi.ac.uk/efo/EFO_0002757	
		Diet	http://purl.obolibrary.org/obo/NCIT_C15222	The customary allowance of food and drink taken by a person or an animal from day to day, particularly one especially planned to meet specific requirements of the individual, including or excluding certain items of food; a prescribed course of eating and drinking in which the amount and kind of food, as well as the times at which it is to be taken, are regulated for therapeutic purposes or selected with reference to a particular state of health.
		diet	http://www.ebi.ac.uk/efo/EFO_0002755	The customary allowance of food and drink taken by a person or an animal from day to day, particularly one especially planned to meet specific requirements of the individual, including or excluding certain items of food; a prescribed course of eating and drinking in which the amount and kind of food, as well as the times at which it is to be taken, are regulated for therapeutic purposes or selected with reference to a particular state of health.
MTBLS552	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Group	http://purl.obolibrary.org/obo/NCIT_C43359	Any number of entities (members) considered as a unit.
		group	http://purl.obolibrary.org/obo/CHEBI_24433	A defined linked collection of atoms or a single atom within a molecular entity.
MTBLS555	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS560	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS562	aging	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		Aging	http://purl.obolibrary.org/obo/NCIT_C16269	The process of change in the structure and function of an organism that occurs with the passage of time.
		aging	http://purl.obolibrary.org/obo/GO_0007568	The gradual irreversible changes in structure and function of an organism that occur as a result of the passage of time.
MTBLS562	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS564	Diagnosis	Diagnosis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15220	
		diagnosis	http://purl.obolibrary.org/obo/OGMS_0000073	The representation of a conclusion of a diagnostic process.
		Diagnosis	http://purl.obolibrary.org/obo/NCIT_C15220	The investigation, analysis and recognition of the presence and nature of disease, condition, or injury from expressed signs and symptoms; also, the scientific determination of any kind; the concise results of such an investigation.
MTBLS566	tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
		tissue	http://purl.obolibrary.org/obo/UBERON_0000479	Multicellular anatomical structure that consists of many cells of one or a few types, arranged in an extracellular matrix such that their long-range organisation is at least partly a repetition of their short-range organisation.
		Tissue	http://purl.obolibrary.org/obo/NCIT_C12801	An anatomical structure consisting of similarly specialized cells and intercellular matrix, aggregated according to genetically determined spatial relationships, performing a specific function.
MTBLS567	Light	photon flux density		
		Light	http://purl.obolibrary.org/obo/NCIT_C64650	Of comparatively little physical weight or density.
		light	http://www.ebi.ac.uk/efo/EFO_0000568	The photoperiod and type (e.g., natural, restricted wavelength) of light exposure.
MTBLS570	Inflammation	inflammation	http://purl.obolibrary.org/obo/MP_0001845	
		Inflammation	http://purl.obolibrary.org/obo/NCIT_C3137	A localized protective response resulting from injury or destruction of tissues. Inflammation serves to destroy, dilute, or wall off both the injurious agent and the injured tissue. In the acute phase, inflammation is characterized by the signs of pain, heat, redness, swelling, and loss of function. Histologically, inflammation involves a complex series of events, including dilatation of arterioles, capillaries, and venules, with increased permeability and blood flow; exudation of fluids, including plasma proteins; and leukocyte migration into the site of inflammation.
		inflammation	http://purl.obolibrary.org/obo/MP_0001845	Aberrant reaction of the microcirculation characterized by movement of fluid and leukocytes from the blood into extravascular tissues.
MTBLS571	time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
MTBLS574	site	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	
		site	http://purl.obolibrary.org/obo/BFO_0000029	
		Site	http://purl.obolibrary.org/obo/NCIT_C37901	A position in relation to its surroundings.
		site	http://www.ifomis.org/bfo/1.1/snap#Site	A site is an entity which consists of a characteristic spatial shape in relation to some arrangement of other material entities.
MTBLS579	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS579	Fever	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
		Fever	http://purl.obolibrary.org/obo/NCIT_C3038	Elevation of body temperature above normal due to inflammatory or immune responses.
		fever	http://purl.obolibrary.org/obo/HP_0001945	Elevated body temperature due to failed thermoregulation.
MTBLS579	Pancreatitis	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
		pancreatitis	http://purl.obolibrary.org/obo/DOID_4989	
		Pancreatitis	http://purl.obolibrary.org/obo/NCIT_C3306	Inflammation of the pancreas.
		pancreatitis	http://www.ebi.ac.uk/efo/EFO_0000278	Inflammation of the pancreas.
MTBLS579	Alkaline phosphatase	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185	
		Alkaline Phosphatase	http://purl.obolibrary.org/obo/NCIT_C16276	An enzyme that catalyses the cleavage of inorganic phosphate non-specifically from a wide variety of phosphate esters and having a high (greater than 8) pH optimum.
MTBLS579	Amylase	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185	
		Amylase	http://purl.obolibrary.org/obo/NCIT_C16284	Amylase is an enzyme which helps digest glycogen and starch. It is produced mainly in the pancreas and salivary glands.
MTBLS598	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS602	sex	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Sex	http://purl.obolibrary.org/obo/NCIT_C28421	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
		sex	http://purl.obolibrary.org/obo/PATO_0000047	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
MTBLS602	treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		treatment	http://purl.obolibrary.org/obo/OGMS_0000090	A processual entity whose completion is hypothesized (by a healthcare provider) to alleviate the signs and symptoms associated with a disorder
		treatment	http://www.ebi.ac.uk/efo/EFO_0000727	A process in which the act is intended to modify or alter some other material entity,
MTBLS616	Sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		sampling time	http://www.ebi.ac.uk/efo/EFO_0000689	
MTBLS643	Experiment	Population Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17005	
		Experiment	http://purl.obolibrary.org/obo/NCIT_C42790	A coordinated set of actions and observations designed to generate data, with the ultimate goal of discovery or hypothesis testing.
MTBLS648	Drug	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	
		drug	http://purl.obolibrary.org/obo/CHEBI_23888	
MTBLS650	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS656	Collection Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		Collection Time	http://purl.obolibrary.org/obo/NCIT_C81287	The hour, minute, and/or second at which the sample or data was collected.
MTBLS658	Neutrophil Activation	Neutrophil Activation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26281	
		Neutrophil Activation	http://purl.obolibrary.org/obo/NCIT_C26281	Neutrophil Activation involves cell interaction and cell signaling mechanisms that recognize or respond to the presence of foreign antigen and that stimulate phagocytosis, degranulation, or generation of reactive oxygen products by neutrophils to destroy invading pathogens or to induce acute inflammatory reactions.
MTBLS661	Genotype	Gene Knockout	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18143	
		Genotype	http://purl.obolibrary.org/obo/NCIT_C16631	The genetic constitution of an organism or cell, as distinct from its expressed features or phenotype.
		genotype	http://www.ebi.ac.uk/efo/EFO_0000513	The total sum of the genetic information of an organism that is known and relevant to the experiment being performed, including chromosomal, plasmid, viral or other genetic material which has been introduced into the organism either prior to or during the experiment.
MTBLS661	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	
		Batch	http://purl.obolibrary.org/obo/NCIT_C67073	A quantity of people or things treated or regarded as a group, especially when subdivided from a larger group.
MTBLS664	Diagnosis	Diagnosis	http://purl.bioontology.org/ontology/SNOMEDCT/439401001	
		diagnosis	http://purl.obolibrary.org/obo/OGMS_0000073	The representation of a conclusion of a diagnostic process.
		Diagnosis	http://purl.obolibrary.org/obo/NCIT_C15220	The investigation, analysis and recognition of the presence and nature of disease, condition, or injury from expressed signs and symptoms; also, the scientific determination of any kind; the concise results of such an investigation.
MTBLS669	Tumor microenvironment	Tumor Microenvironment	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94498	
		Tumor Microenvironment	http://purl.obolibrary.org/obo/NCIT_C94498	
MTBLS673	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS673	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS674	Stereotactic Injection	Stereotactic Injection	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C93194	
		Stereotactic Injection	http://purl.obolibrary.org/obo/NCIT_C93194	
MTBLS675	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS687	Site	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	
		site	http://purl.obolibrary.org/obo/BFO_0000029	
		Site	http://purl.obolibrary.org/obo/NCIT_C37901	A position in relation to its surroundings.
		site	http://www.ifomis.org/bfo/1.1/snap#Site	A site is an entity which consists of a characteristic spatial shape in relation to some arrangement of other material entities.
MTBLS687	Plant	Functional group		
		plant	http://www.bioassayontology.org/bao#BAO_0000605	They are living organisms which derive their energy from photosynthesis, with the exception of parasitic plants. Plants include herbs, shrubs, trees, grasses, vines, etc.
		Plant	http://purl.obolibrary.org/obo/NCIT_C14258	Any living organism that typically synthesizes its food from inorganic substances, possesses cellulose cell walls, responds slowly and often permanently to a stimulus, lacks specialized sense organs and nervous system, and has no powers of locomotion. (EPA Terminology Reference System)
MTBLS687	Species	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	
		Species	http://purl.obolibrary.org/obo/NCIT_C45293	A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.
MTBLS690	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS691	Timepoint	timepoint		
		Timepoint	http://purl.obolibrary.org/obo/NCIT_C68568	A specific point in the time continuum, including those established relative to an event.
		timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	Time point at which a sample or observation is made or taken from a biomaterial as measured from some reference point.
MTBLS693	tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
		tissue	http://purl.obolibrary.org/obo/UBERON_0000479	Multicellular anatomical structure that consists of many cells of one or a few types, arranged in an extracellular matrix such that their long-range organisation is at least partly a repetition of their short-range organisation.
		Tissue	http://purl.obolibrary.org/obo/NCIT_C12801	An anatomical structure consisting of similarly specialized cells and intercellular matrix, aggregated according to genetically determined spatial relationships, performing a specific function.
MTBLS693	season	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	
		Season	http://purl.obolibrary.org/obo/NCIT_C94729	Any of the four periods into which the year is divided by the equinoxes and solstices.
MTBLS698	life stage	Life Stage	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89335	
		Life Stage	http://purl.obolibrary.org/obo/NCIT_C89335	A designation assigned to a particular period during a life cycle, generally defined by chronological parameters.
MTBLS698	gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS703	Cobalamin	Quantity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25256	
		Cobalamin	http://purl.obolibrary.org/obo/NCIT_C939	An essential nutrient and natural water-soluble vitamin of the B-complex family that must combine with an intrinsic factor for absorption by the intestine, Vitamin B12 (cyanocobalamin) is necessary for hematopoiesis, neural metabolism, DNA and RNA production, and carbohydrate, fat, and protein metabolism. B12 improves iron functions in the metabolic cycle and assists folic acid in choline synthesis. B12 metabolism is interconnected with that of folic acid. Vitamin B12 deficiency causes pernicious anemia, megaloblastic anemia, and neurologic lesions.
		cobalamin	http://purl.obolibrary.org/obo/CHEBI_30411	A cobalt-corrinoid hexaamide that is cobalamin with the oxidation state of the central cobalt atom unspecified.
MTBLS703	Light	Brightness	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70753	
		Light	http://purl.obolibrary.org/obo/NCIT_C64650	Of comparatively little physical weight or density.
		light	http://www.ebi.ac.uk/efo/EFO_0000568	The photoperiod and type (e.g., natural, restricted wavelength) of light exposure.
MTBLS703	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS708	Cobalamin	Quantity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25256	
		Cobalamin	http://purl.obolibrary.org/obo/NCIT_C939	An essential nutrient and natural water-soluble vitamin of the B-complex family that must combine with an intrinsic factor for absorption by the intestine, Vitamin B12 (cyanocobalamin) is necessary for hematopoiesis, neural metabolism, DNA and RNA production, and carbohydrate, fat, and protein metabolism. B12 improves iron functions in the metabolic cycle and assists folic acid in choline synthesis. B12 metabolism is interconnected with that of folic acid. Vitamin B12 deficiency causes pernicious anemia, megaloblastic anemia, and neurologic lesions.
		cobalamin	http://purl.obolibrary.org/obo/CHEBI_30411	A cobalt-corrinoid hexaamide that is cobalamin with the oxidation state of the central cobalt atom unspecified.
MTBLS708	Light	Brightness	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70753	
		Light	http://purl.obolibrary.org/obo/NCIT_C64650	Of comparatively little physical weight or density.
		light	http://www.ebi.ac.uk/efo/EFO_0000568	The photoperiod and type (e.g., natural, restricted wavelength) of light exposure.
MTBLS708	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS737	Cell line	immortal cell line cell	http://purl.obolibrary.org/obo/CL_0000002	
		cell line	http://purl.obolibrary.org/obo/CLO_0000031	A cultured cell population that represents a genetically stable and homogenous population of cultured cells that shares a common propagation history (i.e. has been successively passaged together in culture). 
		Cell Line	http://purl.obolibrary.org/obo/NCIT_C16403	A permanently established cell culture that will proliferate indefinitely given appropriate fresh medium and space.
MTBLS743	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS750	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Group	http://purl.obolibrary.org/obo/NCIT_C43359	Any number of entities (members) considered as a unit.
		group	http://purl.obolibrary.org/obo/CHEBI_24433	A defined linked collection of atoms or a single atom within a molecular entity.
MTBLS756	variety	bio-variety	http://purl.obolibrary.org/obo/TAXRANK_0000032	
		Variety	http://purl.obolibrary.org/obo/NCIT_C62709	In botanical nomenclature, a rank below subspecies but above forma.
MTBLS756	location	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	
		Location	http://purl.obolibrary.org/obo/NCIT_C25341	A position, site, or point in space where something can be found.
MTBLS762	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS762	Cell line	immortal cell line cell	http://purl.obolibrary.org/obo/CL_0000002	
		cell line	http://purl.obolibrary.org/obo/CLO_0000031	A cultured cell population that represents a genetically stable and homogenous population of cultured cells that shares a common propagation history (i.e. has been successively passaged together in culture). 
		Cell Line	http://purl.obolibrary.org/obo/NCIT_C16403	A permanently established cell culture that will proliferate indefinitely given appropriate fresh medium and space.
MTBLS763	Genotype	breed	http://www.ebi.ac.uk/efo/EFO_0005238	
		Genotype	http://purl.obolibrary.org/obo/NCIT_C16631	The genetic constitution of an organism or cell, as distinct from its expressed features or phenotype.
		genotype	http://www.ebi.ac.uk/efo/EFO_0000513	The total sum of the genetic information of an organism that is known and relevant to the experiment being performed, including chromosomal, plasmid, viral or other genetic material which has been introduced into the organism either prior to or during the experiment.
MTBLS763	Sex	Sex	http://purl.bioontology.org/ontology/MESH/D012723	
		Sex	http://purl.obolibrary.org/obo/NCIT_C28421	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
		sex	http://purl.obolibrary.org/obo/PATO_0000047	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
MTBLS767	Infection	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		infection	http://purl.obolibrary.org/obo/IDO_0000586	A part of an extended organism that itself has as part a population of one or more infectious agents and that (1) exists as a result of processes initiated by members of the infectious agent population and is (2) clinically abnormal in virtue of the presence of this infectious agent population, or (3) has a disposition to bring clinical abnormality to immunocompetent organisms of the same Species as the host (the organism corresponding to the extended organism) through transmission of a member or offspring of a member of the infectious agent population.
		Infection	http://purl.obolibrary.org/obo/NCIT_C128320	The invasion of an organism's body tissues by disease-causing agents and their multiplication, as well as the reaction by the host to these organisms and/or toxins that the organisms produce.
		infection	http://www.ebi.ac.uk/efo/EFO_0000544	The state of being infected such as from the introduction of a foreign agent such as serum, vaccine, antigenic substance or organism.
MTBLS767	Medium	Growth Medium	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85504	
		Medium	http://purl.obolibrary.org/obo/NCIT_C48164	A substance holding another substance in solution or suspension.
		Medium	http://purl.obolibrary.org/obo/NCIT_C49507	Mid-way between small and large in number, quantity, magnitude or extent.
MTBLS769	Infection	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		infection	http://purl.obolibrary.org/obo/IDO_0000586	A part of an extended organism that itself has as part a population of one or more infectious agents and that (1) exists as a result of processes initiated by members of the infectious agent population and is (2) clinically abnormal in virtue of the presence of this infectious agent population, or (3) has a disposition to bring clinical abnormality to immunocompetent organisms of the same Species as the host (the organism corresponding to the extended organism) through transmission of a member or offspring of a member of the infectious agent population.
		Infection	http://purl.obolibrary.org/obo/NCIT_C128320	The invasion of an organism's body tissues by disease-causing agents and their multiplication, as well as the reaction by the host to these organisms and/or toxins that the organisms produce.
		infection	http://www.ebi.ac.uk/efo/EFO_0000544	The state of being infected such as from the introduction of a foreign agent such as serum, vaccine, antigenic substance or organism.
MTBLS769	Medium	Growth Medium	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85504	
		Medium	http://purl.obolibrary.org/obo/NCIT_C48164	A substance holding another substance in solution or suspension.
		Medium	http://purl.obolibrary.org/obo/NCIT_C49507	Mid-way between small and large in number, quantity, magnitude or extent.
MTBLS789	Dose	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185	
		dose	http://purl.obolibrary.org/obo/OBI_0000984	A measurement datum that measures the quantity of something that may be administered to an organism or that an organism may be exposed to. Quantities of nutrients, drugs, vaccines and toxins are referred to as doses.
		Dose	http://purl.obolibrary.org/obo/NCIT_C25488	A quantity of an agent (such as substance or energy) administered, taken, or absorbed at one time.
		dose	http://www.ebi.ac.uk/efo/EFO_0000428	The total quantity or strength of a substance administered at one time.
MTBLS789	Treatment	Inhibitor	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C154898	
		treatment	http://purl.obolibrary.org/obo/OGMS_0000090	A processual entity whose completion is hypothesized (by a healthcare provider) to alleviate the signs and symptoms associated with a disorder
		treatment	http://www.ebi.ac.uk/efo/EFO_0000727	A process in which the act is intended to modify or alter some other material entity,
MTBLS803	Location	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	
		Location	http://purl.obolibrary.org/obo/NCIT_C25341	A position, site, or point in space where something can be found.
MTBLS843	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
MTBLS848	Concentration	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185	
		Concentration	http://purl.obolibrary.org/obo/NCIT_C41185	The quantity of a substance per unit volume or weight; a measure of the amount of substance present in a unit amount of mixture, particularly, the amount of solute dissolved in a solvent. The amounts can be expressed as moles, masses, volumes, or parts.
MTBLS849	Treatment	Solid Phase Extraction	http://purl.bioontology.org/ontology/MESH/D052616	
		treatment	http://purl.obolibrary.org/obo/OGMS_0000090	A processual entity whose completion is hypothesized (by a healthcare provider) to alleviate the signs and symptoms associated with a disorder
		treatment	http://www.ebi.ac.uk/efo/EFO_0000727	A process in which the act is intended to modify or alter some other material entity,
MTBLS867	Dose	Dose	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25488	
		dose	http://purl.obolibrary.org/obo/OBI_0000984	A measurement datum that measures the quantity of something that may be administered to an organism or that an organism may be exposed to. Quantities of nutrients, drugs, vaccines and toxins are referred to as doses.
		Dose	http://purl.obolibrary.org/obo/NCIT_C25488	A quantity of an agent (such as substance or energy) administered, taken, or absorbed at one time.
		dose	http://www.ebi.ac.uk/efo/EFO_0000428	The total quantity or strength of a substance administered at one time.
MTBLS867	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
