studyID	Study Factor Name	Study Factor Type	Study Factor Type Term Accession Number	Definition
		genotype	http://semanticscience.org/resource/SIO_001079	A genotype is a functional specification of a biological entity in terms of its genetic composition (or lack thereof).
		genotype	http://purl.obolibrary.org/obo/SO_0001027	
		Genotype	http://purl.obolibrary.org/obo/OMIT_0007033	
		genotype	http://www.ebi.ac.uk/efo/EFO_0000513	The total sum of the genetic information of an organism that is known and relevant to the experiment being performed, including chromosomal, plasmid, viral or other genetic material which has been introduced into the organism either prior to or during the experiment.
		Genotype	http://purl.obolibrary.org/obo/NCIT_C16631	The genetic constitution of an organism or cell, as distinct from its expressed features or phenotype.
		genotype	http://purl.obolibrary.org/obo/GENO_0000536	A specification of the genetic state of an organism, whether complete (defined over the whole genome) or incomplete (defined over a subset of the genome). Genotypes typically describe this genetic state as a diff between some variant component and a canonical reference.
		genotype	http://purl.obolibrary.org/obo/MCO_0000383	
		Genotype	http://ensembl.org/glossary/ENSGLOSSARY_0000117	The specific alleles that are present in an individual's genome. In diploid organisms two alleles make up the genotype (except for the sex chromosomes).
MTBLS66	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
MTBLS66	Type	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	
		type	http://purl.obolibrary.org/obo/aeo#type	
		type	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	
		type	http://purl.org/dc/elements/1.1/type	
		Type	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25284	Something distinguishable as an identifiable class based on common qualities.
		Type	http://purl.obolibrary.org/obo/NCIT_C25284	Something distinguishable as an identifiable class based on common qualities.
		TYPE	http://www.cropontology.org/rdf/CO_333:1000059	
MTBLS68	Genotype	germline genotype	http://www.ebi.ac.uk/efo/EFO_0004973	
		genotype	http://purl.obolibrary.org/obo/OGI_0000082	collective of allele which comes from different homologus  chromosomes respecitvely.
		genotype	http://semanticscience.org/resource/SIO_001079	A genotype is a functional specification of a biological entity in terms of its genetic composition (or lack thereof).
		genotype	http://purl.obolibrary.org/obo/SO_0001027	
		Genotype	http://purl.obolibrary.org/obo/OMIT_0007033	
		genotype	http://www.ebi.ac.uk/efo/EFO_0000513	The total sum of the genetic information of an organism that is known and relevant to the experiment being performed, including chromosomal, plasmid, viral or other genetic material which has been introduced into the organism either prior to or during the experiment.
		Genotype	http://purl.obolibrary.org/obo/NCIT_C16631	The genetic constitution of an organism or cell, as distinct from its expressed features or phenotype.
		genotype	http://purl.obolibrary.org/obo/GENO_0000536	A specification of the genetic state of an organism, whether complete (defined over the whole genome) or incomplete (defined over a subset of the genome). Genotypes typically describe this genetic state as a diff between some variant component and a canonical reference.
		genotype	http://purl.obolibrary.org/obo/MCO_0000383	
		Genotype	http://ensembl.org/glossary/ENSGLOSSARY_0000117	The specific alleles that are present in an individual's genome. In diploid organisms two alleles make up the genotype (except for the sex chromosomes).
MTBLS68	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
MTBLS68	Type	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	
		type	http://purl.obolibrary.org/obo/aeo#type	
		type	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	
		type	http://purl.org/dc/elements/1.1/type	
		Type	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25284	Something distinguishable as an identifiable class based on common qualities.
		Type	http://purl.obolibrary.org/obo/NCIT_C25284	Something distinguishable as an identifiable class based on common qualities.
		TYPE	http://www.cropontology.org/rdf/CO_333:1000059	
MTBLS71	gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://scdontology.h3abionet.org/ontology/SCDO_0001341	The respondent's self-conception of being male or female.
		Gender	http://purl.obolibrary.org/obo/GAZ_00325165	A river.
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS73	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	
		Batch	http://purl.obolibrary.org/obo/NCIT_C67073	A quantity of people or things treated or regarded as a group, especially when subdivided from a larger group.
MTBLS76	Batch Number	Batch Number	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C104504	
		Batch Number	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C104504	A distinctive alpha-numeric identification code assigned by the manufacturer or distributor to a specific quantity of manufactured material or product that is produced in a manner that is expected to render it homogeneous.
		Batch Number	http://purl.obolibrary.org/obo/NCIT_C104504	A distinctive alpha-numeric identification code assigned by the manufacturer or distributor to a specific quantity of manufactured material or product that is produced in a manner that is expected to render it homogeneous.
MTBLS77	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://scdontology.h3abionet.org/ontology/SCDO_0001341	The respondent's self-conception of being male or female.
		Gender	http://purl.obolibrary.org/obo/GAZ_00325165	A river.
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS79	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	
		Batch	http://purl.obolibrary.org/obo/NCIT_C67073	A quantity of people or things treated or regarded as a group, especially when subdivided from a larger group.
MTBLS81	Nutritional status	Nutritional Status	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17993	
		Nutritional Status	http://purl.obolibrary.org/obo/OMIT_0010771	
		Nutritional Status	http://purl.obolibrary.org/obo/NCIT_C17993	The state of the body as influenced by the diet and the ability of the diet to maintain an overall healthy condition.
MTBLS85	Storage	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		storage	http://purl.obolibrary.org/obo/OBI_0302893	A maintenance process by which material entities that are not actively metabolizing are placed in well identified location and possibly under controlled environment in ad-hoc devices/structures in order to preserve and protect them from decay/alteration and maintain availability
		Storage	http://purl.obolibrary.org/obo/NCIT_C60824	The act of safekeeping goods in a depository.
MTBLS89	Subject Identifier	Identifier	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364	
		subject identifier	http://purl.obolibrary.org/obo/GENEPIO_0001616	
		Subject Identifier	http://purl.obolibrary.org/obo/NCIT_C83083	A sequence of characters used to identify, name, or characterize the study subject.
MTBLS89	Challenge	Challenge	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C78166	
		Challenge	http://purl.obolibrary.org/obo/NCIT_C78166	The administration of a substance in order to assess for a response.
MTBLS90	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://scdontology.h3abionet.org/ontology/SCDO_0001341	The respondent's self-conception of being male or female.
		Gender	http://purl.obolibrary.org/obo/GAZ_00325165	A river.
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS92	Series	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		series	http://purl.obolibrary.org/obo/TAXRANK_0000031	
		Series	http://purl.obolibrary.org/obo/NCIT_C25674	A group or succession of objects, substances, or events arranged in regular order in space or time, connected by a like relation, or forming a kind of chain.
MTBLS92	Timepoint	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		Timepoint	http://purl.obolibrary.org/obo/NCIT_C68568	A specific point in the time continuum, including those established relative to an event.
MTBLS92	Her2	HER2 status	http://www.ebi.ac.uk/efo/EFO_0005514	
		HER2	http://identifiers.org/ncbigene/855338	The protein-coding gene HER2 located on the chromosome XIII.
MTBLS92	Grade	Tumor Regression Grade	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C106304	
		Grade	http://purl.obolibrary.org/obo/NCIT_C48309	A position on a scale of intensity or amount or quality.
MTBLS92	ER	estrogen receptor status	http://www.ebi.ac.uk/efo/EFO_0005512	
		ER	http://identifiers.org/ncbigene/830948	The protein-coding gene ER located on the chromosome 5.
		ER	http://identifiers.org/ncbigene/817173	The protein-coding gene ER located on the chromosome 2.
MTBLS92	Menopause	Menopausal Status	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16151	
		menopause	http://purl.obolibrary.org/obo/GO_0042697	Cessation of menstruation, occurring in (e.g.) the human female usually around the age of 50.
		Menopause	http://purl.obolibrary.org/obo/OMIT_0009659	
		Menopause	http://purl.obolibrary.org/obo/NCIT_C3231	The permanent cessation of menses, usually defined by 6 to 12 months of amenorrhea in a woman over 45 years of age.
		menopause	http://www.ebi.ac.uk/efo/EFO_0003922	The last menstrual period. Permanent cessation of menses (MENSTRUATION) is usually defined after 6 to 12 months of AMENORRHEA in a woman over 45 years of age. In the United States, menopause generally occurs in women between 48 and 55 years of age.
MTBLS93	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://scdontology.h3abionet.org/ontology/SCDO_0001341	The respondent's self-conception of being male or female.
		Gender	http://purl.obolibrary.org/obo/GAZ_00325165	A river.
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS93	Age	Age	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25150	
		age	http://purl.obolibrary.org/obo/PATO_0000011	A time quality inhering in a bearer by virtue of how long the bearer has existed.
		age	http://purl.obolibrary.org/obo/FBdv_00007013	Temporal subdivision of life based on time elapsed since some key developmental transition, such as fertilization, hatching or eclosion.
		age	http://www.ebi.ac.uk/efo/EFO_0000246	A temporal measurement of the time period elapsed since an identifiable point in the life cycle of an organism. If a developmental stage is specified, the identifiable point would be the beginning of that stage. Otherwise the identifiable point must be specified such as planting (e.g. 3 days post planting).
		age	http://purl.org/obo/owl/PATO#PATO_0000011	A time quality inhering in a bearer by virtue of how long the bearer has existed.
		age	http://semanticscience.org/resource/SIO_001013	age is the length of time that a person has lived or a thing has existed.
		Age	http://scdontology.h3abionet.org/ontology/SCDO_0000030	How long something has existed; elapsed time since birth.
		Age	http://purl.obolibrary.org/obo/GAZ_00416544	A river. Discharges to the Gulf of Riga.
		age	http://opendata.inra.fr/ATOL/ATOL_0000088	
		Age	http://purl.obolibrary.org/obo/NCIT_C25150	How long something has existed; elapsed time since birth.
MTBLS94	Arabidopsis	Plant cell	http://purl.obolibrary.org/obo/PO_0009002	
		Arabidopsis	http://purl.obolibrary.org/obo/OMIT_0017730	
		Arabidopsis	http://purl.obolibrary.org/obo/po#Arabidopsis	
		Arabidopsis	http://purl.obolibrary.org/obo/NCBITaxon_3701	
