studyID	Study Factor Name	Study Factor Type	Study Factor Type Term Accession Number
MTBLS687	Plot type_Explo_fert		
MTBLS687	Species	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
MTBLS687	Species explo		
MTBLS687	Exploratory	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448
MTBLS687	Harvest date	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164
MTBLS690	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS690	BMI	Body Mass Index	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16358
MTBLS691	Timepoint	timepoint	
MTBLS691	Well Position	position	
MTBLS691	Arthemeter Treatment	treatment	
MTBLS693	tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801
MTBLS693	season	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164
MTBLS694	Dilution	fold dilution	http://purl.obolibrary.org/obo/UO_0000322
MTBLS696	Infected	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS696	Treated	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS698	life stage	Life Stage	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89335
MTBLS698	gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS699	flowering period	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS699	LED PPF	photosynthetic photon flux density	
MTBLS703	Cobalamin	Quantity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25256
MTBLS703	Light	Brightness	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70753
MTBLS703	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS706	gentotype	gene knockdown by RNA interference	http://www.bioassayontology.org/bao#BAO_0002434
MTBLS706	carbon source	glycerol	http://purl.obolibrary.org/obo/CHEBI_17754
MTBLS708	Cobalamin	Quantity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25256
MTBLS708	Light	Brightness	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70753
MTBLS708	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS720	Amino acid supplementation	Nutritional Supplementation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15425
MTBLS723	Gene knock-out	gene knock out	http://www.ebi.ac.uk/efo/EFO_0000506
MTBLS737	tumor and non tumor renal cell line	Cell Line	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16403
MTBLS737	Sample type	Biospecimen Type	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70713
MTBLS737	Cell line	immortal cell line cell	http://purl.obolibrary.org/obo/CL_0000002
MTBLS743	Group name	Group	http://purl.bioontology.org/ontology/STY/T096
MTBLS743	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS743	Disease state	Disease	http://purl.bioontology.org/ontology/MESH/D004194
MTBLS743	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS743	Time point	Time	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25207
MTBLS750	Knockout	gene knock out	http://www.ebi.ac.uk/efo/EFO_0000506
MTBLS750	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS756	variety	bio-variety	http://purl.obolibrary.org/obo/TAXRANK_0000032
MTBLS756	location	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448
MTBLS757	incubation	Incubation	http://www.cognitiveatlas.org/ontology/cogat.owl#CAO_00341
MTBLS761	Incubation	incubation	http://purl.bioontology.org/ontology/npo#NPO_2000
MTBLS762	MERS-CoV infection	Middle East respiratory syndrome	http://purl.bioontology.org/ontology/MEDDRA/10075271
MTBLS762	AM580-treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS762	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS762	Cell line	immortal cell line cell	http://purl.obolibrary.org/obo/CL_0000002
MTBLS763	Stress status	Stress	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35041
MTBLS763	Genotype	breed	http://www.ebi.ac.uk/efo/EFO_0005238
MTBLS763	Sex	Sex	http://purl.bioontology.org/ontology/MESH/D012723
MTBLS767	Infection	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS767	Sample Type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS767	Medium	Growth Medium	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85504
MTBLS769	Infection	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS769	Sample Type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS769	Medium	Growth Medium	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85504
MTBLS770	Sampling time post infection	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS771	Spiking level	spiking	http://purl.obolibrary.org/obo/CHMO_0002852
MTBLS771	Geographical origin	Origin	http://purl.bioontology.org/ontology/LNC/LP62760-1
MTBLS771	Spiking mix	spiking	http://purl.obolibrary.org/obo/CHMO_0002852
MTBLS771	Injection order	Injection order	
MTBLS772	Spiking level	spiking	http://purl.obolibrary.org/obo/CHMO_0002852
MTBLS772	Geographical origin	Origin	http://purl.bioontology.org/ontology/LNC/LP62760-1
MTBLS772	Spiking mix	spiking	http://purl.obolibrary.org/obo/CHMO_0002852
MTBLS772	Injection order	Injection order	
MTBLS780	Extracellular/Intracellular	intracellular	http://purl.obolibrary.org/obo/GO_0005622
MTBLS789	Dose	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185
MTBLS789	Treatment	Inhibitor	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C154898
MTBLS797	Plant collection	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164
MTBLS803	Location	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448
MTBLS826	Step modification	Step	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48176
MTBLS836	Dosage	dosage endpoint	http://www.bioassayontology.org/bao#BAO_0002116
MTBLS839	TMS reagent	reagent	http://purl.obolibrary.org/obo/CHEBI_33893
MTBLS839	Salinity	Water Salinity	http://purl.dataone.org/odo/ECSO_00001164
MTBLS839	Amount of water	volume	http://www.ebi.ac.uk/efo/EFO_0001715
MTBLS843	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS844	Sediment Depth	Depth	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25333
MTBLS848	Concentration	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185
MTBLS849	Treatment	Solid Phase Extraction	http://purl.bioontology.org/ontology/MESH/D052616
MTBLS862	Extraction Solvent	solvent	http://purl.obolibrary.org/obo/CHEBI_46787
MTBLS862	Metabolism Preservation Method	Biospecimen preservation method	http://purl.org/net/OCRe/OCRe.owl#OCRE400020
MTBLS862	Subsampling Method	Subsampling Method	
MTBLS867	Sample type	experimental group	http://regenbase.org/ontology#RB_0000304
MTBLS867	Dose	Dose	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25488
MTBLS867	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS869	Tumour grade	Tumour grade	
