Study Submission Date	MTBLS ID	Study Type	Species	Study Publication Date	Status	Submitter Name	Place Holder	WND	Assigned to	Isatab completeness	Metabolites Added	Additional files	Paper	PMID/DOI	Data in repository	Last Updated Date	Google Drive folder Name	Validation	Author feedback	COSMOS / PhenoMeNal partner study?	Blue?	Light Purple 3?	ChEBI/MAF update required	Current Status	Additional Notes	Size (MB)	Accumalated size	Month since Jan 2012	Average size of studies:	26130	935
2014-06-24	MTBLS96	GC-Q-MS	Mus musculus	2014-06-24	Public	Tom Metz			Mark	Done	Yes - Full		Pubmed link		Full	2016-07-28	MTBLS96 - 20160726_LEG	Passes			1			Full	CHEBI IDs need to be assigned to some metabolites.  Organism part should be faeces.	596.73	6,691,855	30			
2014-07-01	MTBLS97	GC-TOF-MS;UPLC-TOF-MS	Homo sapiens	2016-01-01	Submitted	Elon Correa		MFR	Keeva	Done	No		DOI		Metadata Only	2016-07-28	MTBLS97 - 20160728_LEG			Y				Pending	Some Protocols missing.  Supplementary file containing metabolite information added to folder. In contact with W.Dunn@bham.ac.uk (16 May 2017) - will pull together the raw data files - expect sept 2017	9.55	6,691,864	31			
2014-07-04	MTBLS98	DI-LTQ-MS	Homo sapiens;Homo sapiens;Plasmodium falciparum	2016-09-14	Public	Simon Brown			Xuefei	Done	Yes - No data		Pubmed link		Full	2017-10-30	MTBLS98 - 20160914_LEG				1			Full	No MAF, 6 raw file.  Raw Spectral Data File column in the assay sheet is only partially filled.	41.50	6,691,906	31			
2015-01-19	MTBLS99	UPLC-QTOF-MS	Malus domestica	2015-06-05	Public	Ron Wehrens			Xuefei	Done	No				Full	2016-07-28	MTBLS99 - 20160728_LEG	Passes			1			Full	Live	8,019.07	6,699,925	37			
2014-07-16	MTBLS100	NMR	Homo sapiens	2015-09-01	Public	Zerihun Dame			Keeva	Done	Yes - Full		DOI		Full	2017-05-02	MTBLS100 - 20170421_LEG	Passes	Awaiting					Pending		4.35	6,699,929	31			
2014-07-16	MTBLS101	NMR	Homo sapiens	2017-02-01	Submitted	Rupa Mandal			Keeva	Done	Yes - Full		Pubmed link		Full	2017-04-19	MTBLS101 - 20160804_LEG	Passes	Awaiting					Pending	 Need information about study factor: gender.	13.93	6,699,943	31			
2014-07-21	MTBLS102	NMR	Homo sapiens;Staphylococcus aureus	2015-07-01	Public	Kristin Surmann			Xuefei	Done	Yes - Full		Pubmed link		Full	2016-08-05	MTBLS102 - 20160805_LEG	Passes			1			Full	Live	18.63	6,699,962	31			
2014-08-01	MTBLS103	NMR;UPLC-QTOF-MS	Homo sapiens	2015-04-09	Public	Sara Samino			Mark	Done	Yes - Full		Pubmed link		Full	2016-08-25	MTBLS103 - 20160823_LEG	Passes			1			Full	Assign CHEBI IDs.  Add na to any of the blank PubMED fields.  missing special characters 	4,847.94	6,704,810	32			
2014-09-30	MTBLS104	NMR	Homo sapiens	2014-10-01	Public	Bo Wang			Mark	Done	Yes - No data		Pubmed link		Full	2016-09-07	MTBLS104 - 20160826_LEG	Passes			1			Full	Assign CHEBI IDs to a few metabolites.	19.32	6,704,829	33			
2014-08-13	MTBLS105	GC-Q-MS;GC-TOF-MS	Homo sapiens	2015-08-13	Public	Habtom Ressom			Mark	Done	Yes - No data		Pubmed link		Full	2016-09-07	MTBLS105 - 20160830_LEG	Passes			1			Full	Add instrument data etc.	6,909.65	6,711,739	32			
2018-05-24	MTBLS106		Homo sapiens	2019-05-24	In Review	Dimitri Scherbakov		L	Keeva	Done	Yes - Full				Full	2018-07-23	MTBLS106 - 20180723	Passes	In contact						Metabolon	492.59	6,712,231	77			
2014-08-22	MTBLS107	UPLC-LTQ-MS	Solanum lycopersicum	2014-08-31	Public	Lieven van Meulebroek			Mark	Done	Yes - No data		DOI		Full	2016-09-12	MTBLS107 - 20160909_LEG	Passes			1			Full	Add DOI 10.1007/s11306-014-0728-9. Add ontology terms. Supplementary .docx file in folder may contain metabolites to be assigned.  Probably more metabolite info in the published paper.	1,680.27	6,713,912	32			
2014-08-22	MTBLS108	UPLC-LTQ-MS	Solanum lycopersicum	2014-08-31	Public	Lieven van Meulebroek			Mark	Done	Yes - No data		DOI		Full	2016-09-12	MTBLS108 - 20160909_LEG	Passes			1			Full	Add DOI 10.1007/s11306-014-0728-9. Add ontology terms. Supplementary .docx file in folder may contain metabolites to be assigned.  Probably more metabolite info in the published paper.	1,721.86	6,715,633	32			
2014-08-22	MTBLS109	UPLC-LTQ-MS	Solanum lycopersicum	2014-08-31	Public	Lieven van Meulebroek			Mark	Done	Yes - No data		DOI		Full	2016-09-12	MTBLS109 - 20160909_LEG	Passes			1			Full	Add DOI 10.1007/s11306-014-0728-9. Add ontology terms. Supplementary .docx file in folder may contain metabolites to be assigned.  Probably more metabolite info in the published paper.	1,706.39	6,717,340	32			
2014-08-22	MTBLS110	UPLC-LTQ-MS	Solanum lycopersicum	2014-08-31	Public	Lieven van Meulebroek			Mark	Done	Yes - No data		DOI		Full	2016-09-12	MTBLS110 - 20160909_LEG	Passes			1			Full	Add DOI 10.1007/s11306-014-0728-9. Add ontology terms. Supplementary .docx file in folder may contain metabolites to be assigned.  Probably more metabolite info in the published paper.	1,686.98	6,719,027	32			
2014-08-22	MTBLS111	UPLC-LTQ-MS	Solanum lycopersicum	2014-08-31	Public	Lieven van Meulebroek			Mark	Done	Yes - No data		DOI		Full	2016-09-12	MTBLS111 - 20160909_LEG	Passes			1			Full	Add DOI 10.1007/s11306-014-0728-9. Add ontology terms. Supplementary .docx file in folder may contain metabolites to be assigned.  Probably more metabolite info in the published paper.	1,743.45	6,720,770	32			
2014-10-17	MTBLS112	GC-Q-MS	Triticum aestivum	2014-10-17	Public	Benedikt Warth		R	Mark	Done	Yes - Full		DOI		Metadata Only	2016-09-07	MTBLS112 - 20160831_LEG	Passes						Full	Add DOI 10.1007/s11306-014-0731-1. Add ontology terms.  Edit study design description.	0.82	6,720,771	34			
2014-09-03	MTBLS113	GC-TOF-MS	reference compound;Euglena gracilis	2014-09-04	Public	Takeshi Furuhashi			Mark	Done	Yes - No data		DOI		Full	2016-09-07	MTBLS113 - 20160905_LEG	Passes			1			Full	Add DOI 10.1007/s11306-014-0687-1. Supplementary files from the paper are in the folder.  Probably wise to not attempt rationalising what is in the wax esters and leave as it is.	622.54	6,721,394	33			
2014-09-05	MTBLS114	NMR	Rattus norvegicus	2014-09-05	Public	Gustav Nestor			Mark	Done	No		DOI		Full	2016-09-07	MTBLS114 - 20160905_LEG	Passes			1			Full	Change unit values to ontology terms.	7.61	6,721,401	33			
2014-09-23	MTBLS115	NMR	Saccharomyces cerevisiae	2019-07-01	In Review	Brian Goodfellow		L	Keeva	Done	Yes - No data		No		Full	2018-10-22	MTBLS115 - 20160912_LEG	Passes			1			Full	Add ontology terms. Assign CHEBI IDs to a few metabolites. Submitter asked release date updated to July 2019	31.45	6,721,433	33			
2014-09-27	MTBLS116	NMR	Montipora aequituberculata;Seriatopora hystrix;Pocillopora damicornis;Porites lobata;Porites compressa	2014-11-20	Public	Emilia Sogin			Mark	Done	Yes - No data		Pubmed link		Full	2016-09-13	MTBLS116 - 20160912_LEG	Passes			1			Full	Add ontology terms. Add protocols. Add PMID:25354140.	5.72	6,721,438	33			
2014-10-29	MTBLS117	DI-LTQ-MS/MS	Glycine max;Glycine max/Rhizoctonia solani	2014-11-15	Public	Konstantinos Aliferis			Mark	Done	Yes - No data		Pubmed link		Full	2016-10-24	MTBLS117 - 20160930_LEG	Passes			1			Full	Awaiting paper from authors. Have the material and methods	111.66	6,721,550	34			
2014-10-29	MTBLS118	GC-Q-MS	Glycine max;Glycine max/Rhizoctonia solani	2014-11-15	Public	Konstantinos Aliferis			Mark	Done	Yes - No data		Pubmed link		Full	2016-09-30	MTBLS118 - 20160930_LEG	Passes			1			Full	Awaiting paper from authors. Have the material and methods	1,151.37	6,722,701	34			
2014-10-08	MTBLS119	UPLC-QTOF-MS/MS	Populus tremula x Populus alba	2015-01-31	Public	Richard Helm			Mark	Done	Yes - Full		Pubmed link		Full	2016-02-04	MTBLS119 - 20160204_LEG	Passes			1			Full	 	31,686.64	6,754,388	34			
2015-06-09	MTBLS120	UPLC-QTOF-MS/MS	Glycine max	2016-02-04	Public	Richard Helm, Christin Kastl			Mark	Done	Yes - Full		Pubmed link		Full	2016-02-04	MTBLS120 - 20160204_LEG	Passes			1			Full		19,183.98	6,773,572	42			
2018-06-01	MTBLS121			2019-07-01	Dormant	MetaboLights Team	1									2018-07-20									 	0.09	6,773,572	78			
2018-06-01	MTBLS122			2019-06-01	Dormant	MetaboLights Team	1		Xuefei	Complete	No				Full	2018-06-21	MTBLS122 - 20150108	Passes						Pending	Special characters need adding.  The special charater in the chromatography protocol is probably a '-'. See PMID:22225612 for another study by the same group.  ADDITIONAL ASSAY in the MTBLS122_additional_assay. NOT IN THE DATABASE, Resubmitted as MTBLS129??	0.03	6,773,572	78			
2014-10-14	MTBLS123	NMR	Sus scrofa domesticus	2015-01-31	Public	Charles Determan			Mark	Done	Yes - Full		DOI		Full	2016-10-24	MTBLS123 - 20161024_LEG	Passes			1			Full	Errors when trying to update the release date,  Reza has worked with Charles on this in the past. Ken sent email, we need to help Charles now	647.93	6,774,220	34			
2014-10-17	MTBLS124	UPLC-QTOF-MS	Homo sapiens	2015-03-23	Public	Andrea Ganna			Mark	Done	Yes - Full		DOI		Full	2016-07-26	MTBLS124 - 20160726_LEG	Passes			1			Full	Potential metabolites from paper?  Add ontology terms.  Raw data in MTBLS124_raw + some other in /ebi/ftp/private/mtblight/upload/andrea	237,378.48	7,011,599	34			
2014-10-21	MTBLS125	HPLC-LTQ-MS	Mus musculus	2014-12-15	Public	Romanas Chaleckis			Mark	Done	Yes - Full		Pubmed link		Full	2016-11-22	MTBLS125 - 20161122_LEG	Passes			1			Full		12,118.46	7,023,717	34			
2014-10-21	MTBLS126	HPLC-LTQ-MS	Mus musculus	2014-12-15	Public	Romanas Chaleckis			Mark	Done	Yes - Full		Pubmed link		Full	2016-11-22	MTBLS126 - 20161122_LEG	Passes			1			Full		16,329.36	7,040,046	34			
2014-12-15	MTBLS127	HPLC-LTQ-MS	Homo sapiens;Mus musculus	2014-12-15	Public	Romanas Chaleckis			Mark	Done	Yes - Full		Pubmed link		Full	2016-11-22	MTBLS127 - 20161122_LEG	Passes			1			Full		4,108.96	7,044,155	36			
2014-10-27	MTBLS128	UPLC-QTOF-MS	Corynebacterium glutamicum	2015-10-06	Public	Frederik Walter			Keeva	Done	Yes - Full		Pubmed link		Full	2016-11-22	MTBLS128 - 20161122_LEG	Passes			1			Full		176.98	7,044,332	34			
2014-10-23	MTBLS129	UPLC-TOF-MS;UPLC-LTQ-MS	Arabidopsis thaliana	2016-10-03	Public	Shivshankar Umashankar			Keeva	Done	Yes - No data		DOI		Full	2016-11-22	MTBLS129 - 20161122_LEG	Passes			1			Full	Missing Q-TOF (.d files) 	10,584.68	7,054,917	34			
2018-06-01	MTBLS130			2019-06-01	Dormant	MetaboLights Team	1									2018-06-01										0.03	7,054,917	78			
2014-10-24	MTBLS131	NMR	Solanum lycopersicum	2015-01-28	Public	Daniel Jacob			Namrata	Done	Yes - Full		DOI			2016-11-23	MTBLS131 - 20161123_LEG			Y	1			Full		197.23	7,055,114	34			
2014-10-24	MTBLS132	NMR	Solanum lycopersicum	2015-11-11	Public	Daniel Jacob			Mark	Done	Yes - Full		DOI			2016-11-23	MTBLS132 - 20161123_LEG			Y	1			Full		267.29	7,055,382	34			
2014-10-24	MTBLS133	NMR	reference compound	2015-11-11	Public	Daniel Jacob			Mark	Done	Yes - Full		DOI			2016-11-23	MTBLS133 - 20161123_LEG			Y	1			Full		184.71	7,055,566	34			
2014-10-24	MTBLS134	NMR	reference compound	2015-11-11	Public	Daniel Jacob			Mark	Done	Yes - Full		DOI			2016-11-23	MTBLS134 - 20161123_LEG			Y	1			Full		184.70	7,055,751	34			
2018-06-01	MTBLS135	UPLC-MS/MS	Mus musculus	2019-06-01	In Review	Massimo Loda			Keeva	Done	Yes - Full		No		Full	2019-01-11	MTBLS135 - 20180112									2,484.80	7,058,236	78			
2018-06-02	MTBLS136		Homo Sapiens	2019-06-02	In Review	Victoria Stevens		L	Keeva	Done	Yes - Full				Full	2018-07-25	MTBLS136 - 20180723	Passes	In contact						Metabolon study	96,446.85	7,154,683	78			
2014-11-05	MTBLS137	UPLC-QTOF-MS	Vitis vinifera	2014-11-09	Public	Panagiotis Arapitsas			Mark	Done	No		Pubmed link		Full	2016-11-23	MTBLS137 - 20161123_LEG	Passes			1			Full	Steffen Neumann is reviewer of the unpublished paper and has requested the submitter updating the protocol section, Pablo updated manually 2 protocols under Panagioitis request.  Change title to "MetaDB a Data Processing Workflow in Untargeted MS-Based Metabolomics Experiments"	6,034.04	7,160,717	35			
2018-07-13	MTBLS138	GC-Q-MS		2019-07-13	Submitted	Metabolon Submission, Placeholder Placeholder	1		Keeva							2018-07-13		Passes						Pending	Metabolon study	0.43	7,160,717	79			
2018-06-11	MTBLS139			2019-06-11	Submitted	Jules Griffin										2018-06-11										0.06	7,160,717	78			
2014-11-06	MTBLS140	HPLC-LTQ-MS/MS	Homo sapiens;reference compound	2015-09-07	Public	Marc Rurik			Mark	Done	Yes - Full		Pubmed link		Full	2016-11-24	MTBLS140 - 20161124_LEG	Passes			1			Full	Live	17,630.26	7,178,347	35			
2014-11-13	MTBLS141		Arabidopsis thaliana	2016-11-01	Submitted	Richard Helm			Mark	Quick and Dirty	No				Metadata Only	2016-08-23	MTBLS141	Warnings only							Tweaked by Philippe, not ready to go yet.  Also see emails around MTBLS119 to get the full picture 	122,400.55	7,300,748	35			
2018-06-12	MTBLS142	HPLC-QTOF-MS/MS		2018-12-03	Public	Mehdi BENIDDIR		L	Mark	Done	Yes - No data				Full	2019-02-07	MTBLS142-20181213	Passes	In contact		1					52.11	7,300,800	78			
2014-11-20	MTBLS143	UPLC-LTQ-MS	Mus musculus	2015-11-19	Public	Sam Ansari			Mark	Done	Yes - Full				Full	2016-11-24	MTBLS143 - 20161124_LEG	Passes			1			Full		482.33	7,301,282	35			
2014-11-25	MTBLS144	UPLC-FT-ICR-MS;UPLC-LTQ-FT-MS/MS	Thalassiosira pseudonana	2014-12-12	Public	Krista Longnecker			Mark	Done	Yes - Full		DOI		Full	2016-01-14	MTBLS144 - 20160112	Passes	In contact		1			Full	 	7,506.58	7,308,789	35			
2018-07-13	MTBLS145		Mus musculus	2019-02-01	In Review	Jonathan Sobel		L	Keeva	Done	Yes - Full				Full	2018-08-07	MTBLS145 - 20180807	Passes	In contact						Metabolon	5,551.90	7,314,341	79			
2014-11-26	MTBLS146	HPLC-LTQ-MS	Homo sapiens	2015-03-03	Public	Robert Davidson			Mark	Done	No		DOI		Full	2016-11-25	MTBLS146 - 20161125_LEG	Passes			1			Full	The submission as no title etc. waiting for email	10,639.31	7,324,980	35			
2014-12-16	MTBLS147	NMR	Homo sapiens	2015-01-01	Public	Claudio Santucci			Mark	Done	Yes - Full		Pubmed link		Full	2017-03-23	MTBLS147 - 20161125_LEG	Passes			1			Full		2,298.40	7,327,279	36			
2014-12-18	MTBLS148	UPLC-LTQ-MS	Homo sapiens	2014-12-18	Public	Etienne Thevenot			Namrata	Done	Yes - No data		DOI		Full	2016-11-29	MTBLS148 - 20161125_LEG	Passes		Y	1			Full		20,663.56	7,347,942	36			
2014-12-19	MTBLS149	NMR	Rattus norvegicus	2016-06-08	Public	Junsong Wang			Keeva	Done	Yes - Full		No		Full	2018-05-09	MTBLS149 - 20180509_LEG	Passes	In contact		1			Pending	Paper info requested 07062016 - replied, no paper as of 08062016. MAF file is complete however only 4 metabolites being recognised on web page ...poss issue with | separation being looked into.	125.24	7,348,067	36			
2014-12-31	MTBLS150	GCxGC-TOF-MS	Homo sapiens	2014-12-31	Public	Kathleen Vermeersch			Mark	Done	Yes - Full		Pubmed link		Full	2017-03-23	MTBLS150 - 20161125_LEG	Passes			1			Full	Waiting for approx 40 metabolites to be curated in ChEBI.	219.32	7,348,287	37			
2015-01-05	MTBLS151	NMR	Oryza sativa	2016-11-25	Public	umaporn uawisetwathana			Mark	Done	Yes - Full		DOI		Full	2016-11-25	MTBLS151 - 20150105	Passes			1			Full		67.00	7,348,354	37			
2015-01-08	MTBLS152	GCxGC-TOF-MS	Homo sapiens	2015-01-08	Public	Kathleen Vermeersch			Mark	Done	Yes - Full		Pubmed link		Full	2017-03-23	MTBLS152 - 20160205_LEG	Passes			1			Full		235.01	7,348,589	37			
2015-01-09	MTBLS153	GC-Q-MS	Triticum aestivum	2016-10-03	Submitted	Benedikt Warth		R	Xuefei		Yes - Full		DOI		Metadata Only	2016-03-17	MTBLS153 - 20160316-new	Passes	Awaiting						No raw files, 	1.67	7,348,590	37			
2015-01-12	MTBLS154	UPLC-FT-ICR-MS;UPLC-LTQ-FT-MS/MS;UPLC-TQ-MS	Thalassiosira pseudonana	2015-01-27	Public	Krista Longnecker		L.	Mark	Done	Yes - Full		DOI	10.1002/lol2.10043	Full	2017-05-17	MTBLS154 - 20170517_LEG	Passes			1			Full		9,840.34	7,358,431	37			
2015-01-15	MTBLS155	UPLC-FT-ICR-MS;UPLC-LTQ-FT-MS/MS;UPLC-TQ-MS	Synechococcus elongatus	2015-01-26	Public	Krista Longnecker			Mark	Done	Yes - Full		Pubmed link		Full	2016-12-05	MTBLS155 - 20161205_LEG	Passes			1			Full		9,623.04	7,368,054	37			
2015-01-16	MTBLS156	MAS-NMR	Homo sapiens	2015-01-16	Public	Martina Vermathen			Mark	Done	Yes - No data		Pubmed link		Full	2016-12-07	MTBLS156 - 20161205_LEG	Passes			1			Full	Extraction protocol parameters need to be edited.	81.02	7,368,135	37			
2015-01-17	MTBLS157	UPLC-FT-ICR-MS;UPLC-LTQ-FT-MS/MS;UPLC-TQ-MS	Ruegeria pomeroyi	2015-01-29	Public	Krista Longnecker			Mark	Done	Yes - Full		Pubmed link		Full	2016-12-05	MTBLS157 - 20161205_LEG	Passes			1			Full		19,185.48	7,387,320	37			
2018-07-13	MTBLS158		Mus musculus	2019-07-13	In Review	Bjoern Titz	1									2019-01-07										5,180.28	7,392,501	79			
2018-07-13	MTBLS159			2019-07-13	In Review	Pinchas Cohen, Metabolon Submission	1									2019-03-07										1,433.93	7,393,934	79			
2015-05-22	MTBLS160	UPLC-QTOF-MS	Arabidopsis thaliana	2016-07-15	Public	Steffen Neumann			Mark	Done	Yes - Full		Pubmed link		Full	2016-07-15	MTBLS160 - 20160216	Passes		Y	1			Full	Various files under : /nfs/production/metabolights/steffen/metabolights	12,778.43	7,406,713	41			
2015-01-23	MTBLS161	NMR	Homo sapiens	2015-06-08	Public	Christopher Armstrong			Namrata	Done	Yes - Full		DOI		Full	2017-03-23	MTBLS161 - 20161207_LEG	Passes			1			Full	Added back the missing columns.	1.00	7,406,714	37			
2015-01-29	MTBLS162	DI-LTQ-MS	Homo sapiens	2015-10-05	Public	Xinzhu Wang			Xuefei	Done	Yes - Full		Pubmed link		Full	2016-12-12	MTBLS162 - 20161212_LEG	Passes			1			Full		630.36	7,407,344				
2015-01-31	MTBLS163	LC-TQ-MS/MS	Homo sapiens	2015-03-11	Public	Mesut Bilgin			Mark	Done	Yes - No data		DOI		Full	2016-12-14	MTBLS163 - 20161213_LEG	Passes			1			Full		87.89	7,407,432	38			
2015-02-05	MTBLS164	PTR-MS	Homo sapiens	2016-12-14	Public	Phil Brown			Mark	Done	Yes - No data		Pubmed link			2017-03-23	MTBLS164 - 20161214_LEG	Passes			1			Full		2.30	7,407,434	38			
2015-02-11	MTBLS165	HPLC-LTQ-MS/MS	Ailuropoda melanoleuca	2015-03-31	Public	Tong Zhang			Mark	Done	Yes - No data		Pubmed link		Full	2016-12-15	MTBLS165 - 20161214_LEG	Passes	In contact		1			Full	Awaiting information to come back from submitter.  Potential dump and run submitter.	10,055.42	7,417,490	38			
2015-02-14	MTBLS166	NMR	Mus musculus	2015-02-14	Public	Wentao Zhu			Mark	Done	Yes - No data		Pubmed link		Full	2016-12-15	MTBLS166 - 20161215_LEG	Passes			1			Full		15.75	7,417,506	38			
2015-02-18	MTBLS167	GC-TQ-MS;UPLC-QTOF-MS;UPLC-DAD	Vitis vinifera	2017-05-01	In Curation	Pietro Franceschi		MLR	Keeva	In progress	No		No		Full	2017-01-24	MTBLS167 - 20160527_LEG	Passes	Not yet contacted					Pending	Have sorted out the raw data files, the following need addressed with author; In HILIC pos & neg data set the same MS assay name appears, B008_MER_08_NP_neg - there is no pos version & no data file for pos or neg. The following data file is duplicated in HILIC neg study B146_SYR_08_NP_neg. No data files found for the following in GC study QC_02-08_GC_034, QC_02-20_GC_125, QC_02-24_GC_155, although 125 & 155 are also given sample name with assoc data file QC_02-20_GC_125_111220143707.cdf, QC_02-24_GC_155_111222120500.cdf, is this duplication? No data files associated with the Aromatic precursor study at all. No MAF files. Assays 5 and 7 have no valid RAW datafiles only .csv files.	454,948.63	7,872,454	38			
2015-02-21	MTBLS168	UPLC-TQ-MS	Saccharomyces cerevisiae	2016-12-16	Public	Mohammad Tauqeer Alam			Mark	Done	No		Pubmed link		Full	2017-05-09	MTBLS168 - 20161216_LEG	Passes			1			Full	No protocols. Study relase date updated	68.77	7,872,523	38			
2015-09-08	MTBLS169	UPLC-QTOF-MS	Arabidopsis thaliana	2015-09-15	Public	Steffen Neumann			Mark	Done	No		DOI		Full	2016-12-16	MTBLS169 - 20161216_LEG	Passes		Y	1			Full		1,385.89	7,873,909	45			
2015-02-24	MTBLS170	GC-Q-MS	Ilex paraguariensis	2015-03-19	Public	Caroline Rempe			Mark	Done	Yes - No data		Pubmed link		Full	2017-01-24	MTBLS170 - 20161219_LEG	Passes			1			Full	our submission reference is PONE-D-14-55643R1[EMID:ac8815ba701a8978]. I will send you the DOI as soon as we get it.	548.43	7,874,457	38			
2015-02-24	MTBLS171	GC-Q-MS	Rattus norvegicus	2015-09-28	Public	Hayley Abbiss			Mark	Done	Yes - Full		DOI		Full	2016-12-19	MTBLS171 - 20161219_LEG	Passes			1					681.78	7,875,139	38			
2015-02-24	MTBLS172	NMR	Homo sapiens	2015-11-17	Public	veronica ghini			Mark	Done	Yes - Full		Pubmed link		Full	2017-03-23	MTBLS172 - 20161219_LEG	Passes			1			Full		40.69	7,875,180	38			
2015-02-26	MTBLS173	UPLC-LTQ-MS/MS;UPLC-TQ-MS;UPLC-QTOF-MS	Mus musculus	2015-11-17	Public	Xinzhu Wang		M 	Mark	Done	Yes - Full		Pubmed link		Full	2017-08-22	MTBLS173 - 20161219_LEG	Passes			1			Full	One assay has no MAF. According to information paper, the missing MAF data should be about lipid measured by LC-MS.	12,088.11	7,887,268	38			
2015-06-15	MTBLS174	NMR	Homo sapiens	2015-12-07	Public	Ewa Gralka			Mark	Done	Yes - Full		DOI		Full	2016-12-19	MTBLS174 - 20161219_LEG	Passes			1			Full		3.51	7,887,271	42			
2015-03-03	MTBLS175	GC-Q-MS;UPLC-QTOF-MS	Centella asiatica	2015-03-03	Public	Fidele Tugizimana			Mark	Done	Yes - No data		DOI		Full	2016-12-21	MTBLS175 - 20161221_LEG	Passes			1			Full		2,989.01	7,890,260	39			
2015-03-06	MTBLS176	3D MALDI imaging MS;3D DESI imaging MS	Bacillus subtilis;Streptomyces coelicolor;Mus musculus;Homo sapiens	2016-07-27	Public	Janina Oetjen			Reza		No		No			2016-11-17	MTBLS176									98,904.17	7,989,165	39			
2015-03-10	MTBLS177	NMR	Homo sapiens	2015-08-01	Public	Vijesh Bhute			Mark	Done	Yes - Full		DOI		Full	2017-01-10	MTBLS177 - 20170110_LEG	Passes			1			Full	Release date updated	62.47	7,989,227	39			
2015-03-11	MTBLS178	UPLC-QTOF-MS/MS	Homo sapiens	2015-03-11	Public	Cho Kyoungwon		PL	Mark	Done	Yes - No data		No		Full	2017-01-10	MTBLS178 - 20170110_LEG	Passes			1					2,006.95	7,991,234	39			
2018-07-13	MTBLS179			2018-11-30	In Review	John Tregoning		ML	Keeva	Done	Yes - Partial				Full	2018-11-28	MTBLS179 - 20181128	Warnings only	In contact				Yes		MAF needs to be updated. ISA WARNING: The ISA-TAB field "Parameter Value[Data file content]" should appear at most 1 time(s) in current table	3,620.76	7,994,855	79			
