name,abbr,class_num,pro_num,modified date,url,description
Single-Nucleotide Polymorphism ,SNP,90,,1/16/09,https://bioportal.bioontology.org/ontologies/SNPO,SNP-Ontology is a domain ontology that provides a formal representation (OWL-DL) of genomic variations
Sequence Types and Features Ontology ,SO,2430,17,5/19/18,https://bioportal.bioontology.org/ontologies/SO,SO is a collaborative ontology project for the definition of sequence features used in biological sequence annotation
Suggested Ontology for Pharmacogenomics ,SOPHARM,117,1,3/2/17,https://bioportal.bioontology.org/ontologies/SOPHARM,"SO-Pharm (Suggested Ontology for Pharmacogenomics) is a domain ontology implemented in OWL-DL, which proposes a formal description of pharmacogenomic knowledge"
Soy Ontology ,SOY,1835,,5/1/13,https://bioportal.bioontology.org/ontologies/SOY,"Growth, trait and development ontology for soybean"
SMART Protocols ,SP,507,,4/18/17,https://bioportal.bioontology.org/ontologies/SP,"The SeMAntic RepresenTation for Protocols, SMART Protocols, provides a structured OWL vocabulary of experimental protocols"
Spider Ontology ,SPD,832,2,1/25/17,https://bioportal.bioontology.org/ontologies/SPD,An ontology for spider comparative biology including anatomical parts (e.g
Skin Physiology Ontology ,SPO,339,,9/19/08,https://bioportal.bioontology.org/ontologies/SPO,null
Solanaceae Phenotype Ontology ,SPTO,442,,10/17/17,https://bioportal.bioontology.org/ontologies/SPTO,"Solanaceae crop phenotypes and traits, developed in collaboration with the research community, especially for breeder traits of agronomic importance."
Surgical Secondary Events ,SSE,244,,7/17/13,https://bioportal.bioontology.org/ontologies/SSE,Memorial Sloan-Kettering Cancer Center Surgical Secondary Events Ontology (Adverse Events)
Semantic Sensor Network Ontology ,SSN,23,,7/11/17,https://bioportal.bioontology.org/ontologies/SSN,"This ontology describes sensors, actuators and observations, and related concepts"
Syndromic Surveillance Ontology ,SSO,176,,9/19/09,https://bioportal.bioontology.org/ontologies/SSO,The SSO encodes agreement among experts about how Emergency Department (ED) chief complaints are grouped into syndromes of public health importance (consensus definitions)
Statistics Ontology ,STATO,678,2,3/19/16,https://bioportal.bioontology.org/ontologies/STATO,STATO is a general-purpose STATistics Ontology
Stuff Ontology ,STUFF,66,,7/16/16,https://bioportal.bioontology.org/ontologies/STUFF,a core ontology of types of macroscopic stuff (types of masses/matter)
Semantic Types Ontology ,STY,127,1,4/6/18,https://bioportal.bioontology.org/ontologies/STY,"UMLS Semantic NetworkThe Semantic Network consists of (1) a set of broad subject categories, or Semantic Types, that provide a consistent categorization of all concepts represented in the UMLS Metathesaurus, and (2) a set of useful and important relationships, or Semantic Relations, that exist between Semantic Types"
Nurse Surgical ,SURGICAL,51,1,9/24/15,https://bioportal.bioontology.org/ontologies/SURGICAL,This is an ontology of a surgical nurse's process domain
Semantic Web for Earth and Environment Technology Ontology ,SWEET,4543,,3/13/18,https://bioportal.bioontology.org/ontologies/SWEET,The Semantic Web for Earth and Environmental Terminology is a mature foundational ontology that contains over 6000 concepts organized in 200 ontologies represented in OWL
Software Ontology ,SWO,4427,4,2/25/17,https://bioportal.bioontology.org/ontologies/SWO,The Software Ontology (SWO) has the scope of describing types of software used in Bioinformatics
Symptom Ontology ,SYMP,944,1,5/12/18,https://bioportal.bioontology.org/ontologies/SYMP,"The symptom ontology was designed around the guiding concept of a symptom being: ""A perceived change in function, sensation or appearance reported by a patient indicative of a disease"""
Sage Bionetworks Synapse Ontology ,SYN,14462,,1/7/13,https://bioportal.bioontology.org/ontologies/SYN,The controlled vocabulary used for various entity properties in the Synapse platform.
Tick Gross Anatomy Ontology ,TADS,628,2,8/21/15,https://bioportal.bioontology.org/ontologies/TADS,"The anatomy of the Tick, Families: Ixodidae, Argassidae"
Teleost Anatomy Ontology ,TAO,3428,1,8/23/13,https://bioportal.bioontology.org/ontologies/TAO,TAO is a multispecies anatomy ontology for teleost fishes
Taxonomic Rank Vocabulary ,TAXRANK,62,,4/16/16,https://bioportal.bioontology.org/ontologies/TAXRANK,"A vocabulary of taxonomic ranks intended to replace the sets of rank terms found in the Teleost Taxonomy Ontology, the OBO translation of the NCBI taxonomy and similar OBO taxonomy ontologies"
TDWG Specimen LSID Ontology ,TDWGSPEC,9,,2/16/17,https://bioportal.bioontology.org/ontologies/TDWGSPEC,Biodiversity Information Standards (TDWG) is an international not-for-profit group that develops standards and protocols for sharing biodiversity data
Terminology for the Description of Dynamics ,TEDDY,167,1,4/25/14,https://bioportal.bioontology.org/ontologies/TEDDY,"The TErminology for the Description of DYnamics (TEDDY) project aims to provide an ontology for dynamical behaviours, observable dynamical phenomena, and control elements of bio-models and biological systems in Systems Biology and Synthetic Biology."
Time Event Ontology ,TEO,767,,4/27/12,https://bioportal.bioontology.org/ontologies/TEO,"The Time Event Ontology (TEO) is an ontology for representing events, time, and their relationships."
Mosquito Gross Anatomy Ontology ,TGMA,1864,2,8/21/15,https://bioportal.bioontology.org/ontologies/TGMA,A structured controlled vocabulary of the anatomy of mosquitoes.
OWL-Time ,TIME,21,,2/14/18,https://bioportal.bioontology.org/ontologies/TIME,"OWL-Time is an OWL-2 DL ontology of temporal concepts, for describing the temporal properties of resources in the world or described in Web pages"
Traditional Medicine Constitution Value Set ,TM-CONST,20,,2/1/11,https://bioportal.bioontology.org/ontologies/TM-CONST,The value set for the Constitution property of the International Classification of Traditional Medicine (ICTM).
Traditional Medicine Meridian Value Sets ,TM-MER,20,,2/2/11,https://bioportal.bioontology.org/ontologies/TM-MER,The meridian value set used in the International Classification of Traditional Medicine.
Traditional Medicine Other Factors Value Set ,TM-OTHER-FACTORS,12,,2/1/11,https://bioportal.bioontology.org/ontologies/TM-OTHER-FACTORS,The value set for the Other Factors property of the International Classification of Traditional Medicine (ICTM).
Traditional Medicine Signs and Symptoms Value Set ,TM-SIGNS-AND-SYMPTS,325,,2/1/11,https://bioportal.bioontology.org/ontologies/TM-SIGNS-AND-SYMPTS,The value set for the Signs and Symptoms property of the International Classification of Traditional Medicine (ICTM).
Tissue Microarray Ontology ,TMA,7,,5/7/10,https://bioportal.bioontology.org/ontologies/TMA,"Tissue microarrays (TMA) are enormously useful tools for translational research, but incompatibilities in database systems between various researchers and institutions prevent the efficient sharing of data that could help realize their full potential"
Translational Medicine Ontology ,TMO,225,,5/17/16,https://bioportal.bioontology.org/ontologies/TMO,This project focuses on the development of a high level patient-centric ontology for the pharmaceutical industry
Terminological and Ontological Knowledge Resources Ontology ,TOK,193,,5/20/10,https://bioportal.bioontology.org/ontologies/TOK,An Ontology describing Resources having different formats
Menelas Project Top-Level Ontology ,TOP-MENELAS,458,1,1/26/18,https://bioportal.bioontology.org/ontologies/TOP-MENELAS,"The two main goals MENELAS contributes to are to (i) Provide better account of and better access to medical information through natural languages in order to help physicians in their daily practice, and to (ii) Enhance European cooperation by multilingual access to standardised medical nomenclatures"
Taxonomy for Rehabilitation of Knee Conditions ,TRAK,1619,,9/14/15,https://bioportal.bioontology.org/ontologies/TRAK,TRAK (Taxonomy for RehAbilitation of Knee conditions) is an ontology that formally models information relevant for the rehabilitation of knee conditions
Nurse Transitional ,TRANS,46,1,9/24/15,https://bioportal.bioontology.org/ontologies/TRANS,This is an ontology of a transitional care nurse's process domain
Nurse triage ,TRIAGE,32,1,9/24/15,https://bioportal.bioontology.org/ontologies/TRIAGE,An ontology showing the process domain of a triage nurse.
Tribolium Ontology ,TRON,965,1,5/20/13,https://bioportal.bioontology.org/ontologies/TRON,"TrOn is an ontology about the anatomical structures of the red flour beetle Tribolium castaneum in the developmental stages larva, pupa and adult."
Teleost Taxonomy Ontology ,TTO,38705,1,1/22/18,https://bioportal.bioontology.org/ontologies/TTO,"The Teleost taxonomy ontology is being used to facilitate annotation of phenotypes, particularly for taxa that are not covered by NCBI because no submissions of molecular data have been made"
Microbial Typing Ontology ,TYPON,44,1,9/29/14,https://bioportal.bioontology.org/ontologies/TYPON,TyPon provides a comprehensive description of the existing microbial typing methods for the identification of bacterial Isolates and their classification
Uber Anatomy Ontology ,UBERON,19850,4,5/17/18,https://bioportal.bioontology.org/ontologies/UBERON,"Uberon is an integrated cross-species anatomy ontology representing a variety of entities classified according to traditional anatomical criteria such as structure, function and developmental lineage"
Units Ontology ,UNITSONT,64,1,7/27/11,https://bioportal.bioontology.org/ontologies/UNITSONT,A small ontology for the units of measurement developed during the development of the Sleep Domain Ontology (SDO)
Units of Measurement Ontology ,UO,420,5,6/1/18,https://bioportal.bioontology.org/ontologies/UO,Metrical units for use in conjunction with PATO
Combined Phenotype Ontology ,UPHENO,86448,,2/7/18,https://bioportal.bioontology.org/ontologies/UPHENO,Combined phenotype ontology
Veterans Health Administration National Drug File ,VANDF,26583,,4/6/18,https://bioportal.bioontology.org/ontologies/VANDF,"NDF includes information on clinical drugs, drug classes, ingredients and National Drug Code (NDC) Directory codes."
Variation Ontology ,VARIO,447,,4/28/18,https://bioportal.bioontology.org/ontologies/VARIO,"Variation Ontology, VariO, is an ontology for standardized, systematic description of effects, consequences and mechanisms of variations."
Viral Disease Ontology Trunk ,VDOT,492,,6/7/18,https://bioportal.bioontology.org/ontologies/VDOT,VDOT is a middle-layer ontology for the health care domain with special emphasis on viral infections and transplantation medicine.
Visualized Emotion Ontology ,VEO,1012,,12/27/17,https://bioportal.bioontology.org/ontologies/VEO,"Visual Emotion Ontology (VEO) is an ontology that links visualizations with specific emotions from the Ortony, Clore, and Collins' description of human emotions."
Vertebrate Homologous Organ Group Ontology ,VHOG,1185,1,5/17/17,https://bioportal.bioontology.org/ontologies/VHOG,"vHOG is a multi-species anatomical ontology for the vertebrate lineage, developed as part of the Bgee project"
Vaccination Informed Consent Ontology ,VICO,710,,1/31/16,https://bioportal.bioontology.org/ontologies/VICO,The Vaccination Informed Consent Ontology (VICO) is a community-driven ontology in the domain of vaccination/immunization informed consent.
VIVO Ontology for Researcher Discovery ,VIVO,225,2,7/16/12,https://bioportal.bioontology.org/ontologies/VIVO,"The VIVO ontology represents researchers in the context of their experience, outputs, interests, accomplishments, and associated institutions."
VIVO-Integrated Semantic Framework ,VIVO-ISF,414,,9/13/15,https://bioportal.bioontology.org/ontologies/VIVO-ISF,The Integrated Semantic Framework ontology modules for VIVO (the VIVO-ISF ontology) provide a set of types (classes) and relationships (properties) to represent researchers and the full context in which they work
Vaccine Ontology ,VO,6237,3,5/27/17,https://bioportal.bioontology.org/ontologies/VO,A biomedical ontology in the vaccine domain
Vertebrate Skeletal Anatomy Ontology ,VSAO,314,,2/22/18,https://bioportal.bioontology.org/ontologies/VSAO,VSAO is an anatomy ontology covering the vertebrate skeletal system
Vital Sign Ontology ,VSO,185,,7/23/12,https://bioportal.bioontology.org/ontologies/VSO,The Vital Sign Ontology (VSO) is an extension of the Ontology for General Medical Science (OGMS)
Vertebrate Trait Ontology ,VT,3550,1,6/12/18,https://bioportal.bioontology.org/ontologies/VT,"The Vertebrate Trait Ontology is a controlled vocabulary for the description of traits (measurable or observable characteristics) pertaining to the morphology, physiology, or development of vertebrate organisms."
Vertebrate Taxonomy Ontology ,VTO,107138,1,10/18/16,https://bioportal.bioontology.org/ontologies/VTO,"The Vertebrate Taxonomy Ontology includes both extinct and extant vertebrates, aiming to provide one comprehensive hierarchy"
C. elegans Gross Anatomy Vocabulary ,WB-BT,7601,,5/23/18,https://bioportal.bioontology.org/ontologies/WB-BT,A structured controlled vocabulary of the anatomy of Caenorhabditis elegans.
C. elegans Development Vocabulary ,WB-LS,752,,11/16/17,https://bioportal.bioontology.org/ontologies/WB-LS,A structured controlled vocabulary of the development of Caenorhabditis elegans.
C. elegans Phenotype Vocabulary ,WB-PHENOTYPE,2470,,6/2/18,https://bioportal.bioontology.org/ontologies/WB-PHENOTYPE,A structured controlled vocabulary of Caenorhabditis elegans phenotypes
World Health Organization ,WHO,1851,1,4/6/18,https://bioportal.bioontology.org/ontologies/WHO-ART,"WHO Adverse Reaction Terminology, 1997"
WikiPathways ,WIKIPATHWAYS,32,,5/24/18,https://bioportal.bioontology.org/ontologies/WIKIPATHWAYS,The WP ontology for WikiPathways.
Web-Service Interaction Ontology ,WSIO,31,1,6/19/14,https://bioportal.bioontology.org/ontologies/WSIO,Web Service Interaction Ontology (WSIO) enables automated interaction with more complex Web services that are typical for example within life sciences
Xenopus Anatomy and Development Ontology ,XAO,1621,1,1/15/17,https://bioportal.bioontology.org/ontologies/XAO,"A structured, controlled vocabulary of the anatomy and development of the African clawed frogs (Xenopus laevis and tropicalis)."
Experimental Conditions Ontology ,XCO,554,4,6/5/18,https://bioportal.bioontology.org/ontologies/XCO,The Experimental Conditions Ontology is designed to represent the conditions under which physiological and morphological measurements are made both in the clinic and in studies involving humans or model organisms.
XEML Environment Ontology ,XEO,145,1,6/25/14,https://bioportal.bioontology.org/ontologies/XEO,XeO has been created to help plant scientists in documenting and sharing metadata describing the abiotic environment.
Maize Gross Anatomy Ontology ,ZEA,179,3,4/12/12,https://bioportal.bioontology.org/ontologies/ZEA,null
Zebrafish Anatomy and Development Ontology ,ZFA,3192,4,6/6/18,https://bioportal.bioontology.org/ontologies/ZFA,A structured controlled vocabulary of the anatomy and development of the Zebrafish (Danio rerio).
Zebrafish Developmental Stages ,ZFS,54,,6/1/18,https://bioportal.bioontology.org/ontologies/ZFS,An ontology of developmental stages of the Zebrafish (Danio rerio)
Pseudogene ,pseudo,23,,11/18/08,https://bioportal.bioontology.org/ontologies/pseudo,null
suicideonto ,suicideo,290,1,8/26/13,https://bioportal.bioontology.org/ontologies/suicideo,ontology for suicidology
