Study Submission Date,MTBLS ID,Study Type,Species,Study Publication Date,Status,Submitter Name,WND,Assigned to,Isatab completeness,Metabolites Added,Additional files,Paper,PMID/DOI,Data in repository,Last Updated Date,Google Drive folder Name,Validation,Author feedback,COSMOS / PhenoMeNal partner study?,Blue?,Light Purple 3?,Current Status,Additional Notes,Size (MB),Accumalated size,Month since Jan 2012,Average size of studies:,31545,1270
2016-09-23,MTBLS382,NMR,Mus musculus,2017-10-27,Public,Cecilia Castro,M,Xuefei,Done,No,,Pubmed link,,Full,2017-10-27,MTBLS382 - 20171027_LEG,Passes,In contact,1,1,,Full,"No MAF, processed data provided in excel. same study with MTBLS380, MTBLS390",22.81,"13,557,738",57,,,
2016-09-26,MTBLS383,REI-QTOF-MS,Candida lusitaniae;Candida albicans;Candida krusei;Candida inconspicua;Candida tropicalis;Candida glabrata;Candida parapsilosis,2017-11-01,Public,Simon Cameron,,Xuefei,Done,Yes - No data,,Pubmed link,,Full,2017-11-01,MTBLS383 - 20171027_LEG,Passes,,,1,,,No data for MAF,"11,308.40","13,569,047",57,,,
2016-09-28,MTBLS384,HPLC-LTQ-MS,Sus scrofa domesticus,2017-06-12,Public,"tao peng, Yann GUITTON",,Mark,Done,Yes - No data,,DOI,,Full,2017-06-12,MTBLS384 - 20170608_LEG,Passes,In contact,,1,,,,"4,608.39","13,573,655",57,,,
2016-09-28,MTBLS385,3D DESI imaging MS,Homo sapiens,2017-01-10,Public,James S McKenzie,,Keeva,Done,No,,DOI,,Full,2017-01-10,MTBLS385 - 20170110,Passes,In contact,,1,,Full,No metabolites identified,"3,438.22","13,577,093",57,,,
2016-09-30,MTBLS386,NMR,Homo sapiens,2017-11-06,Public,Vadim Yanshole,,Mark,Done,Yes - Full,,DOI,,Full,2017-11-06,MTBLS386 - 20171103_LEG,Passes,,,1,,,,26.86,"13,577,120",57,,,
2016-10-04,MTBLS387,NMR,cellular organism,2017-11-07,Public,Jueun Lee,,Mark,Done,Yes - No data,,Pubmed link,,Full,2017-11-07,MTBLS387 - 20171106_LEG,Passes,,,1,,,,8.01,"13,577,128",58,,,
2016-10-05,MTBLS388,Insufficient data supplied,,2016-10-12,Dormant,Weidong Dai,,,,,,,,,2016-10-05,,,,,,,,,1.91,"13,577,130",58,,,
2016-10-18,MTBLS389,UPLC-TOF-MS,Arabidopsis thaliana,2018-02-05,Public,Steffen Neumann,,Keeva,Done,Yes - Full,,DOI,,Full,2018-02-05,MTBLS389 - 20171108_LEG,Passes,In contact,1,1,,Pending,,"110,045.98","13,687,176",58,,,
2016-10-18,MTBLS390,GC-FID,Mus musculus,2016-12-01,Public,Cecilia Castro,M,Xuefei,Done,No,,Pubmed link,,Full,2017-10-27,MTBLS390 - 20171027_LEG,Passes,In contact,1,1,,Full,"No MAF, processed data provided in excel. same study with MTBLS380, MTBLS382",180.18,"13,687,356",58,,,
2016-10-19,MTBLS391,HPLC-LTQ-MS;UPLC-LTQ-MS;UPLC-QTOF-MS/MS,reference compound,2017-10-27,Public,Juergen Hartler,M,Mark,Done,,,,,Full,2017-11-29,MTBLS391 - 20171124_LEG,Passes,,,1,,Full,"Nightmare, piped, lipid metabolites MAF file. Have left for the time being.",278.53,"13,687,635",58,,,
2016-10-24,MTBLS392,GCxGC-TOF-MS,Vitis vinifera,2017-11-14,Public,Irene Stefanini,M,Mark,Done,Yes - No data,,Pubmed link,,Full,2017-11-14,MTBLS392 - 20171108_LEG,Passes,,,1,,,Massive dump of metabolites. Approx 350 have CHEBI IDS and the rest have Chem Spider IDs (around 800-900).,"48,744.59","13,736,379",58,,,
2016-10-26,MTBLS393,GC-TOF-MS,Escherichia coli,2017-11-16,Public,Yun Xu,,Mark,Done,Yes - Full,,Pubmed link,,Full,2017-11-16,MTBLS393 - 20171114_LEG,Passes,,,1,,,,"4,521.75","13,740,901",58,,,
2016-10-26,MTBLS394,HPLC-QTOF-MS;UPLC-QTOF-MS/MS;HPLC-LTQ-MS;UPLC-LTQ-MS,reference compound,2017-10-27,Public,Juergen Hartler,M,Reza,Done,,,,,Full,2017-11-29,MTBLS394 - 20171124_LEG,Passes,,,1,,Full,,"36,181.23","13,777,082",58,,,
2016-10-28,MTBLS395,NMR,Homo sapiens,2017-10-27,In Review,Alessia Vignoli,LF,Keeva,Done,Yes - Full,,No,,Full,2017-11-30,MTBLS395 - 20171130_LEG,Passes,In contact,,1,,,,547.81,"13,777,630",58,,,
2016-10-28,MTBLS396,HPLC-QTOF-MS;UPLC-QTOF-MS/MS;HPLC-LTQ-MS;UPLC-LTQ-MS,Mus musculus,2017-11-07,Public,Juergen Hartler,M,Reza,Done,,,,,Full,2017-11-29,MTBLS396 - 20171124_LEG,Passes,,,1,,Full,,"23,720.40","13,801,350",58,,,
2016-10-30,MTBLS397,UPLC-LTQ-MS,Mus musculus;reference compound,2017-11-07,Public,Juergen Hartler,M,Reza,Done,,,,,Full,2017-11-29,MTBLS397 - 20171124_LEG,Passes,,,1,,Full,,"4,373.19","13,805,724",58,,,
2016-10-31,MTBLS398,HPLC-LTQ-MS;UPLC-LTQ-MS;UPLC-QTOF-MS/MS,reference compound,2017-11-07,Public,Juergen Hartler,M,Reza,Done,,,,,Full,2017-11-29,MTBLS398 - 20171124_LEG,Passes,,,1,,Full,,"14,609.32","13,820,333",59,,,
2016-11-01,MTBLS399,NMR,Radix,2018-01-25,Public,Yujiao Hua,F,Mark,Done,Yes - Full,,Pubmed link,,Full,2018-01-25,MTBLS399 - 20171130_LEG,Passes,,,1,,,,6.77,"13,820,340",59,,,
2016-11-02,MTBLS400,MAS-NMR,Mus musculus,2018-01-31,Public,Mikheil Gogiashvili,,Mark,Done,Yes - No data,,Pubmed link,,Full,2018-01-31,MTBLS400 - 20180130_LEG,Passes,,,1,,,,71.65,"13,820,411",59,,,
2016-11-03,MTBLS401,HPLC-LTQ-MS,Homo sapiens,2017-08-23,Public,Stephanie Herman,,Mark,Done,No,,DOI,,Full,2017-08-23,MTBLS401 - 20161207_LEG,Passes,,1,1,,Full,,"293,713.89","14,114,125",59,,,
2016-11-04,MTBLS402,UPLC-LTQ-MS,Homo sapiens,2018-10-30,In Review,Zeng Vera,ML,Mark,Done,No,,DOI,,Full,2018-01-31,MTBLS402 - 20180131_LEG,Passes,,,1,,,,"2,540.45","14,116,666",59,,,
2016-11-08,MTBLS403,UPLC-QTOF-MS,Camellia sinensis,2017-03-23,Public,Weidong Dai,,Keeva,Done,Yes - Full,,DOI,,Full,2018-01-31,MTBLS403 - 20180131_LEG,Passes,,,1,,,,97.73,"14,116,763",59,,,
2016-11-14,MTBLS404,UPLC-LTQ-MS,Homo sapiens,2017-01-20,Public,Etienne Thevenot,,Keeva,Done,Yes - Full,,Pubmed link,,Full,2018-02-01,MTBLS404 - 20180131_LEG,Passes,,1,1,,,,"34,101.54","14,150,865",59,,,
2016-11-14,MTBLS405,HPLC-TQ-MS/MS,Homo sapiens,2018-11-14,In Review,Jiefei Tong,L,Mark,Done,Yes - Full,,,,Full,2018-02-07,MTBLS405 - 20180201_LEG,Passes,In contact,,1,,,,882.59,"14,151,748",59,,,
2016-11-16,MTBLS406,UPLC-QTOF-MS/MS,Lysiphlebia japonica,2017-11-16,Dormant,Xueke Gao,,Xuefei,,Yes - Partial,,,,Metadata Only,2016-11-16,MTBLS406 - 20161117,,,,,,,data from a company same with MTBLS409,0.01,"14,151,748",59,,,
2016-11-16,MTBLS407,UPLC-QTOF-MS,Aphis gossypii,2017-11-16,Dormant,Xueke Gao,,Xuefei,,Yes - Partial,,,,Metadata Only,2016-11-16,MTBLS407 - 20161121,,,,,,,data from a company same with MTBLS410,0.01,"14,151,748",59,,,
2016-11-18,MTBLS408,UPLC-QTOF-MS,Homo sapiens,2017-08-22,Public,Zeng Vera,,Keeva,Done,Yes - No data,,Pubmed link,,Full,2018-03-06,MTBLS408 - 20180306_LEG,Passes,In contact,,1,,,,"215,246.77","14,366,994",59,,,
2016-11-19,MTBLS409,UPLC-QTOF-MS/MS,Lysiphlebia japonica,2018-01-12,In Curation,Xueke Gao,L,Xuefei,Done,Yes - Full,,,,Full,2018-03-07,MTBLS409 - 20180306_LEG,Passes,,,,,,,"7,757.90","14,374,752",59,,,
2016-11-19,MTBLS410,UPLC-QTOF-MS,Aphis gossypii,2018-03-07,In Review,Xueke Gao,,Xuefei,Done,Yes - Partial,,Pubmed link,,Full,2018-03-07,MTBLS410 - 20180306_LEG,Passes,,,1,,,paper added,"7,890.10","14,382,642",59,,,
2016-11-21,MTBLS411,GC-TOF-MS,Bos taurus,2018-03-16,Public,Huizeng Sun,,Mark,Done,Yes - No data,,Pubmed link,,Full,2018-03-16,MTBLS411 - 20180306_LEG,Passes,,,1,,,,9.79,"14,382,652",59,,,
2016-11-22,MTBLS412,GC-Q-MS,Homo sapiens,2017-12-18,Public,Philippe Rocca-Serra,L,Mark,Done,Yes - No data,,,,Full,2018-03-16,MTBLS412 - 20171102_LEG,Passes,In contact,1,1,,,,61.36,"14,382,713",59,,,
2016-11-24,MTBLS413,UPLC-LTQ-MS,Standard;solvent;Homo sapiens,2018-01-24,Public,Stefan Weidt,M,Xuefei,Done,Yes - Full,,Pubmed link,,Full,2018-01-24,MTBLS413 - 20180117,Passes,In contact,,1,,,~200 metabolites still need CHEBI IDs assigning,"22,122.67","14,404,836",59,,,
2016-11-29,MTBLS414,UPLC-QTOF-MS,Homo sapiens,2016-12-20,Public,Mogens Johannsen,,Mark,Done,Yes - Full,,Pubmed link,,Full,2018-03-16,MTBLS414 - 20161220,Passes,,,1,,Full,,"24,387.42","14,429,224",59,,,
2016-11-29,MTBLS415,3D DESI imaging MS,Homo sapiens,2017-03-21,Public,James S McKenzie,,Keeva,Done,Yes - No data,,DOI,,Full,2017-03-22,MTBLS415 - 20170316,Passes,In contact,,1,,,No metabolites identified in study,"12,442.78","14,441,666",59,,,
2016-12-01,MTBLS416,Insufficient data supplied,,2017-05-11,Dormant,Yuan Song,,,,,,,,,2016-12-03,,,,,,,,,0.66,"14,441,667",60,,,
2016-12-10,MTBLS417,UPLC-QTOF-MS/MS,,2018-03-26,Public,Hyungwon Choi,M,Mark,Done,Yes - No data,,Pubmed link,,Full,2018-03-26,MTBLS417 - 20180306_LEG,Passes,,,1,,,,"10,370.56","14,452,038",60,,,
2016-12-12,MTBLS418,UPLC-QTOF-MS,Mus musculus,2018-04-16,Public,mengnan huang,,Xuefei,Done,Yes - No data,,Pubmed link,,Full,2018-04-16,MTBLS418 - 20180413_LEG,Passes,Awaiting,,1,,,,"19,716.70","14,471,754",60,,,
2016-12-28,MTBLS419,NMR,Homo sapiens,2017-03-02,Public,veronica ghini,,Keeva,Done,Yes - Partial,,Pubmed link,,Full,2018-04-17,MTBLS419 - 20180416_LEG,Passes,Awaiting,,1,,Full,,88.86,"14,471,843",60,,,
2017-01-09,MTBLS420,GC-QIT-MS,Homo sapiens,2018-04-19,Public,Kambiz Gilany,M,Mark,Done,Yes - No data,,Pubmed link,,Full,2018-04-19,MTBLS420 - 20180417_LEG,Passes,,,1,,,,618.88,"14,472,462",61,,,
2017-01-17,MTBLS421,NMR,Homo sapiens,2017-02-20,Submitted,"Anna Maria D'Ursi, Angelica Palisi",RPLAM,,,,,Thesis,elea.unisa.it/jspui/bitstream/10556/2565/1/tesi%20A.%20Palisi.pdf,,2017-01-17,,,,,,,,,0.04,"14,472,462",61,,,
2017-01-19,MTBLS422,NMR,Mus musculus,2017-03-03,Public,Tokuwa Kanno,,Keeva,Done,Yes - Full,,DOI,,Full,2018-04-23,MTBLS422 - 20180423_LEG,Passes,In contact,,1,,,,39.19,"14,472,501",61,,,
2017-01-20,MTBLS423,UPLC-QTOF-MS,Homo sapiens,2018-02-09,Public,Sara Samino,,Keeva,Done,Yes - Full,,Pubmed link,,Full,2018-04-24,MTBLS423 - 20180423_LEG,Passes,In contact,,1,,,,"2,324.68","14,474,826",61,,,
2017-01-23,MTBLS424,NMR,Homo sapiens,2017-03-02,Public,veronica ghini,,Keeva,Done,Yes - Full,,Pubmed link,,Full,2018-04-24,MTBLS424 - 20180424_LEG,Passes,Awaiting,,1,,Full,,533.90,"14,475,360",61,,,
2017-01-25,MTBLS425,NMR,Homo sapiens,2018-04-24,Public,Vijesh Bhute,,Keeva,Done,Yes - Full,,Pubmed link,,Full,2018-04-24,MTBLS425 - 20180424_LEG,Passes,In contact,,1,,Pending,,74.82,"14,475,435",61,,,
2017-01-25,MTBLS426,UPLC-LTQ-MS/MS,Papio hamadryas,2018-04-30,Public,Tom Metz,,Mark,Done,Yes - Full,,Pubmed link,,Full,2018-04-30,MTBLS426 - 20180430_LEG,Passes,,,1,,Full,,"1,612.98","14,477,048",61,,,
2017-01-31,MTBLS427,SPE-IMS-MS,Homo sapiens,2017-02-14,Public,Tom Metz,,Mark,Done,No,,Pubmed link,,Full,2018-05-01,MTBLS427 - 20180501_LEG,Passes,,,1,,Full,,"13,962.41","14,491,010",62,,,
2017-02-06,MTBLS428,LC-LTQ-MS/MS,sea water;reference compound,2017-05-23,Public,Krista Longnecker,L,Mark,Done,Yes - Full,,,,Full,2017-05-23,MTBLS428 - 20170518_LEG,Passes,,,1,,,,55.50,"14,491,065",62,,,
2017-02-09,MTBLS429,UPLC-TQ-MS/MS,Jacobaea,2018-05-01,Public,Patrick Mulder,,Keeva,Done,Yes - Full,,DOI,,Full,2018-05-01,MTBLS429 - 20180501_LEG,Passes,In contact,,1,,,ISAcreator won't currently recognise DOI (8.3.2017) DOI: 10.1007/s11306-017-1184-0,19.54,"14,491,085",62,,,
2017-02-14,MTBLS430,NMR,Homo sapiens,2018-05-03,Public,Yili Hu,,Mark,Done,Yes - Full,,DOI,,Full,2018-05-08,MTBLS430 - 20180502_LEG,Passes,,,1,,,,134.07,"14,491,219",62,,,
2017-02-20,MTBLS431,NMR,Pseudomonas,2018-05-03,Public,xia zhao,,Mark,Done,Yes - Full,,Pubmed link,,Full,2018-05-03,MTBLS431 - 20180502_LEG,Passes,,,1,,,,4.86,"14,491,224",62,,,
2017-02-20,MTBLS432,UPLC-IT-TOF-MS/MS,Mus musculus,2017-07-14,Public,Maria Glymenaki,,Mark,Done,Yes - Full,,Pubmed link,,Full,2018-05-03,MTBLS432 - 20170822_LEG,Passes,,,1,,Full,,"1,675.16","14,492,899",62,,,
2017-02-21,MTBLS433,UPLC-QTOF-MS/MS,Olea europaea,2017-05-04,Public,"Natasa Kalogiouri, Steffen Neumann",,Keeva,Done,Yes - Full,,Pubmed link,,Full,2018-05-03,MTBLS433 - 20180503_LEG,Passes,Awaiting,1,1,,,MAF file gave m/x & retention time with no metabolites identified - used supplementary data to assign some metabolites.,204.41,"14,493,104",62,,,
2017-02-23,MTBLS434,UPLC-TQ-MS/MS,Saccharomyces cerevisiae,2018-05-25,Public,Michael Muelleder,,Mark,Done,Yes - Full,,Pubmed link,27693354,Full,2018-05-25,MTBLS434 - 20180523_LEG,Passes,In contact,,1,,,Contacted submitter. Awaiting reply.,"1,663.11","14,494,767",62,,,
2017-03-02,MTBLS435,UPLC-QTOF-MS,Macleaya cordata,2017-04-24,Public,Xiubin Liu,,Xuefei,Done,Yes - Full,,Pubmed link,,Full,2018-05-04,MTBLS435 - 20180503_LEG,Passes,,,1,,,Same study with MTBLS439,"10,676.31","14,505,443",63,,,
2017-03-10,MTBLS436,HPLC-LTQ-MS,Bos taurus,2018-05-08,Public,Roberto Stella,,Mark,Done,Yes - No data,,DOI,,Full,2018-05-08,MTBLS436 - 20180504_LEG,Passes,,,1,,,,"90,919.76","14,596,363",63,,,
2017-03-13,MTBLS437,GC-QTOF-MS,Oryza sativa,2017-08-30,Public,Takumi Ogawa,,Xuefei,Done,Yes - Full,,Pubmed link,28701756,Full,2018-06-19,MTBLS437 - 20180618_LEG,Passes,In contact,,1,,,"MAF contains multiple replicate of metabolites with different retention time, no paper",934.94,"14,597,298",63,,,
2017-03-20,MTBLS438,UPLC-QTOF-MS,Mus musculus,2017-05-25,Submitted,Xiaoqing Chen,R,Mark,,,,Pubmed link,28720125,,2017-03-20,,,,,,,,,0.05,"14,597,298",63,,,
2017-03-22,MTBLS439,UPLC-QTOF-MS,Macleaya cordata,2017-03-29,Dormant,Liu xiubin,,Xuefei,Medium,No,,No,,Full,2017-03-28,,,In contact,,,,,Same study with MTBLS435,"5,354.42","14,602,652",63,,,
,MTBLS440,,,,,,,,,,,,,,,,,,,,,,,,"14,602,652",,,,
2017-03-31,MTBLS441,UPLC-QTOF-MS,Arabidopsis thaliana,2017-08-25,Public,Steffen Neumann,,Mark,Done,Yes - Partial,,Pubmed link,,Full,2017-08-25,MTBLS441 - 20170825_LEG,Passes,In contact,,1,,,,"13,516.59","14,616,169",64,,,
,MTBLS442,,,,,,,,,,,,,,,,,,,,,,,,"14,616,169",,,,
2017-04-05,MTBLS443,HPLC-LTQ-MS,Leishmania infantum;Leishmania mexicana species complex,2018-12-31,Submitted,Shawgi Almugadam,RL,,,,,,,,2018-06-23,,,,,,,,,0.08,"14,616,169",64,,,
2017-04-07,MTBLS444,NMR,Homo sapiens;,2018-06-20,Public,Vadim Yanshole,,Reza,Done,Yes - Full,,DOI,10.1007/s11306-017-1281-0,Full,2018-06-20,MTBLS444 - 20180620_LEG,Passes,,,1,,,,37.57,"14,616,206",64,,,
2017-04-10,MTBLS445,UPLC-LTQ-MS,Espeletia,2017-09-01,In Curation,Guillermo Padilla-Gonzalez,,Mark,Done,Yes - Full,,Pubmed link,28821838,Full,2018-06-27,MTBLS445 - 20180620_LEG,Passes,,,1,,,Organism => Espeletia; Create Variamt column.,"10,597.32","14,626,804",64,,,
2017-04-13,MTBLS446,Insufficient data supplied,,2017-06-16,Dormant,Thomas simmons,,,,,,,,,2017-04-13,,,,,,,,,"3,704.45","14,630,508",64,,,
2017-04-18,MTBLS447,GC-TOF-MS,Solanum lycopersicum,2018-06-29,Public,Rameshwar Sharma,,Mark,Done,Yes - No data,,Pubmed link,28481937,Full,2018-06-29,MTBLS447 - 20180627_LEG,Passes,,,1,,,,698.18,"14,631,206",64,,,
2017-04-19,MTBLS448,GC-TOF-MS,Oryza sativa,2017-12-01,Submitted,Yin Wang,RLP,Mark,,,,DOI,10.1021/acs.jafc.7b00105,,2017-04-19,,,,,,,,,0.82,"14,631,207",64,,,
2017-04-19,MTBLS449,UPLC-QTOF-MS,,2018-06-06,Public,Michael van Vliet,,Mark,Done,Yes - Full,,Pubmed link,28633455,Full,2018-06-06,MTBLS449 - 20180601_LEG,Passes,In contact,,1,,,,"88,630.61","14,719,838",64,,,
2017-04-20,MTBLS450,UPLC-TQ-MS,Arabidopsis thaliana,2018-01-30,Public,Ilka N Abreu,M,Mark,Done,Yes - Full,,Pubmed link,,Full,2018-01-30,MTBLS450 - 20180125,Passes,,,1,,,Some of the indeciferable metabolites MGDG etc have been assigned unknown.,258.98,"14,720,097",64,,,
2017-04-20,MTBLS451,LC-LTQ-MS/MS,Japanese sake,2018-06-29,Public,Wataru Aoki,,Keeva,Done,Yes - No data,,Pubmed link,29298316,Full,2018-06-29,MTBLS451 - 20180629_LEG,Passes,,,1,,,,"19,854.94","14,739,952",64,,,
2017-04-25,MTBLS452,UPLC-LTQ-MS/MS,Trypanosoma brucei;reference compound,2018-02-12,Public,Isabel Vincent,,Mark,Done,Yes - No data,,Pubmed link,,Full,2018-02-12,MTBLS452 - 20180212,Passes,,,1,,,,"20,424.66","14,760,376",64,,,
2017-05-02,MTBLS453,NMR,Rattus norvegicus,2018-09-30,In Review,Mariya Krestina,L,Mark,Done,Yes - No data,,,,Full,2018-06-29,MTBLS453 - 20180629_LEG,Passes,,,1,,,,135.43,"14,760,512",65,,,
2017-05-07,MTBLS454,HPLC-QTOF-MS,Escherichia coli,2017-07-18,Public,Nick Harris,,Keeva,,,,,,,2017-07-18,,,,,,,,,0.59,"14,760,512",65,,,
2017-05-08,MTBLS455,NMR,Homo sapiens,2018-06-11,Public,Marie Margaret Phelan,,Mark,Done,Yes - Full,,Pubmed link,29142509,Full,2018-06-11,MTBLS455 - 20180608_LEG,Passes,,,1,,,,50.25,"14,760,563",65,,,
2017-05-08,MTBLS456,UPLC-QTOF-MS,Bos taurus,2018-02-12,In Curation,Darren Gray,LPM,Mark,,,,Pubmed link,29621258,,2018-02-05,,,,,,1,,,"76,637.40","14,837,200",65,,,
2017-05-09,MTBLS457,GC-Q-MS,endometabolome,2018-01-09,Public,Joel Gummer,L,Mark,Done,Yes - No data,,Pubmed link,29509187,Full,2018-01-09,MTBLS457 - 20170818_LEG,Passes,In contact,,1,,,,"8,376.36","14,845,576",65,,,
2017-05-16,MTBLS458,CE-TOF-MS,Homo sapiens,2017-07-15,Submitted,Yoshinori Ito,LPR,Mark,,,,DOI,10.1007/s11306-017-1268-x,,2017-05-16,,,,,,,,,0.18,"14,845,577",65,,,
2017-05-16,MTBLS459,UPLC-LTQ-MS/MS,Trypanosoma brucei,2017-06-07,Public,Isabel Vincent,,Mark,Done,Yes - No data,,Pubmed link,,Full,2017-06-07,MTBLS459 - 20170522_LEG,Passes,In contact,,1,,,,"170,204.96","15,015,781",65,,,
2017-05-16,MTBLS460,UPLC-QTOF-MS/MS,Brassica oleracea var. italica,2018-02-26,In Review,Maria Tortosa,,Mark,Done,Yes - Full,,,,Full,2018-02-21,MTBLS460 - 20180221_LEG,Passes,In contact,,1,,,,"6,795.36","15,022,577",65,,,
2017-05-16,MTBLS461,LC-FT-ICR-MS;LC-LTQ-FT-MS/MS;LC-TQ-MS,sea water,2017-05-23,Public,Krista Longnecker,L,Mark,Done,Yes - Full,,,,Full,2017-05-23,MTBLS461 - 20170518_LEG,Passes,In contact,,1,,,,"3,113.12","15,025,690",65,,,
2017-05-18,MTBLS462,UPLC-LTQ-MS/MS,Mus musculus;reference compound,2017-11-07,Public,Juergen Hartler,M,Reza,Done,Yes - Full,,Pubmed link,,Full,2017-11-29,MTBLS462 - 20171124_LEG,Passes,In contact,,1,,,,"6,152.93","15,031,843",65,,,
2017-05-19,MTBLS463,NMR,Pseudomonas fluorescens,2018-09-01,In Review,Marie Margaret Phelan,L,Mark,Done,Yes - Full,,,,Full,2018-06-12,MTBLS463 - 20180612_LEG,Passes,In contact,,1,,,,24.28,"15,031,867",65,,,
2017-05-23,MTBLS464,UPLC-LTQ-MS/MS,Escherichia coli,2017-06-16,Public,Isabel Vincent,,Mark,Done,Yes - No data,,Pubmed link,,Full,2017-06-16,MTBLS464 - 20170614,Passes,In contact,,1,,,,"112,209.93","15,144,077",65,,,
2017-05-24,MTBLS465,UPLC-QTOF-MS,Homo sapiens,2018-05-24,Submitted,Manuja Kaluarachchi,L,Xuefei,Medium,Yes - Partial,,DOI,10.1007/s11306-018-1332-1,Full,2017-06-07,MTBLS465 - 20170607,Passes,In contact,,,1,,,"74,522.07","15,218,599",65,,,
2017-05-26,MTBLS466,ISACreator itself submitted,,2017-06-02,,bertrand rochat,,,,,,,,,2017-05-26,,,,,,,,,0.02,"15,218,599",65,,,
,MTBLS467,,,,,,,,,,,,,,,,,,,,,,,,"15,218,599",,,,
,MTBLS468,,,,,,,,,,,,,,,,,,,,,,,,"15,218,599",,,,
2017-05-29,MTBLS469,HPLC-LTQ-MS,Homo sapiens,2018-05-29,Submitted,Maria Ulaszewska,ML,Mark,Complete,,,,,Full,2017-06-13,MTBLS469 - 20170612,Passes,In contact,,,,,Waiting for metabolites to be picked and a MAF deposited.,"3,996.27","15,222,595",65,,,
2017-05-30,MTBLS470,UPLC-QTOF-MS,Homo sapiens,2018-06-05,Submitted,Manuja Kaluarachchi,L,Xuefei,In progress,,,DOI,10.1007/s11306-018-1332-1,Full,2017-06-07,MTBLS470 - 20170607,,In contact,,,1,,,66.27,"15,222,662",65,,,
2017-06-01,MTBLS471,UPLC-LTQ-MS/MS,Acromyrmex octospinosus,2017-06-07,Submitted,Kellen DeLaney,LPM,Mark,,,,DOI,10.1021/acschembio.7b00038,,2017-06-01,,,,,,1,,,"13,793.56","15,236,455",66,,,
2017-06-01,MTBLS472,UPLC-QTOF-MS,Mus musculus,2017-06-23,Public,Lynn Teesch,,Mark,Done,No,,Pubmed link,,Full,2017-06-23,MTBLS472 - 20170621,Passes,In contact,,1,,,,"8,849.33","15,245,305",66,,,
2017-06-08,MTBLS473,HPLC-LTQ-MS,Homo sapiens,2018-06-08,In Review,Maria Ulaszewska,ML,Mark,Done,Yes - No data,,,,Full,2018-03-09,MTBLS473 - 20180308,Passes,In contact,,1,,,Waiting for metabolites to be picked and a MAF deposited. Only some metabolites have been assigned CHEBI IDs. Finish off in the future.,"51,995.66","15,297,300",66,,,
2017-06-09,MTBLS474,Insufficient data supplied,,2017-06-16,Dormant,Onur  Turkoglu,,,,,,,,,2017-06-09,,,,,,,,,0.56,"15,297,301",66,,,
2017-06-12,MTBLS475,UPLC-QTOF-MS/MS;NMR,Homo sapiens,2019-02-08,Submitted,Jun Liu,MFR,Mark,Done,Yes - Full,,Pubmed link,28804275,,2018-02-08,MTBLS475 - 20170901_LEG,Passes,In contact,,,,,,26.71,"15,297,328",66,,,
2017-06-14,MTBLS476,LC-LTQ-MS,Homo sapiens,2017-06-30,Submitted,bertrand rochat,ML,Mark,,,,,,,2017-06-14,,,,,,,,,"147,598.78","15,444,926",66,,,
,MTBLS477,,,,,,,,,,,,,,,,,,,,,,,,"15,444,926",,,,
2017-06-16,MTBLS478,UPLC-QTOF-MS/MS,Populus tremula x Populus tremuloides,2018-01-08,Public,Ilka N Abreu,,Mark,Done,Yes - Full,,Pubmed link,,Full,2018-01-08,MTBLS478 - 20180108,Passes,In contact,,1,,,,"13,503.43","15,458,430",66,,,
2017-06-19,MTBLS479,UPLC-LTQ-MS/MS,Salix,2017-12-14,Public,Eva-Maria Pferschy-Wenzig,,Mark,Done,Yes - No data,,Pubmed link,29326584,Full,2017-12-14,MTBLS479 - 20170619,Passes,In contact,,1,,,,"30,706.43","15,489,136",66,,,
2017-06-19,MTBLS480,GC-Q-MS,Mus musculus,2018-06-19,Submitted,Manuel Schlimpert,ML,,,,,,,,2017-06-19,,,,,,,,,93.01,"15,489,229",66,,,
2017-06-22,MTBLS481,GC-TOF-MS,Rhizobium,2017-09-20,Submitted,Hua Cai,ML,,,,,Pubmed link,28744296,,2017-06-22,,,,,,1,,,837.19,"15,490,066",66,,,
2017-06-26,MTBLS482,In vivo MRS,Rattus norvegicus,2017-07-04,In Review,Oleg Shevelev,L,Mark,Done,Yes - Full,,Pubmed link,28678857,Full,2017-06-29,MTBLS482 - 20170629,Passes,In contact,,1,,,,2.44,"15,490,069",66,,,
2017-06-27,MTBLS483,UPLC-QTOF-MS,Rattus norvegicus,2017-09-08,In Curation,Zhixu Ni,M,,,,,DOI,10.1021/acs.analchem.7b01126,,2017-09-05,,,,,,1,,,"3,591.38","15,493,660",66,,,
2017-06-29,MTBLS484,UPLC-QTOF-MS,Nepenthes ampullaria;Nepenthes rafflesiana;Nepenthes x hookeriana,2017-07-06,Submitted,HOE HAN GOH,MPL,,,,,Pubmed link,28795107,,2017-06-29,,,,,,1,,,"1,042.25","15,494,702",66,,,
2017-07-04,MTBLS485,Insufficient data supplied,,2018-07-01,Submitted,Jiuliang Xu,,,,,,,,,2017-07-04,,,,,,,,,0.08,"15,494,703",67,,,
2017-07-05,MTBLS486,Insufficient data supplied,soybean,2017-10-01,Submitted,Jiuliang Xu,,,,,,,,,2017-07-05,,,,,,,,,0.07,"15,494,703",67,,,
2017-07-06,MTBLS487,3D MALDI imaging MS,Mus musculus,2017-08-31,Public,Zoe Hall,,Xuefei,Done,No,,Pubmed link,28989334,Full,2017-07-06,MTBLS487 - 20170831,Passes,In contact,,1,,,No metabolites indentified for this study. Software package development,209.73,"15,494,912",67,,,
